s (1,1) 23
(157,70) (157,71) 31
(158,70) (158,71) 35
(159,70) (159,71) 87
(160,70) (160,71) 91
(161,70) (161,71) 72
(162,70) (162,71) 26
(163,70) (163,71) 78
(164,70) (164,71) 131
(165,70) (165,71) 117
(166,70) (166,71) 36
(167,70) (167,71) 93
(168,70) (168,71) 8
(169,70) (169,71) 55
(170,70) (170,71) 5
(1,71) (1,72) 25
(2,71) (2,72) 120
(3,71) (3,72) 63
(4,71) (4,72) 134
(5,71) (5,72) 100
(6,71) (6,72) 63
(7,71) (7,72) 79
(8,71) (8,72) 143
(9,71) (9,72) 118
(10,71) (10,72) 90
(11,71) (11,72) 44
(12,71) (12,72) 45
(13,71) (13,72) 38
(14,71) (14,72) 95
(15,71) (15,72) 58
(16,71) (16,72) 116
(17,71) (17,72) 96
(18,71) (18,72) 17
(19,71) (19,72) 22
(20,71) (20,72) 148
(21,71) (21,72) 64
(22,71) (22,72) 110
(23,71) (23,72) 92
(24,71) (24,72) 30
(25,71) (25,72) 21
(26,71) (26,72) 93
(27,71) (27,72) 64
(28,71) (28,72) 148
(29,71) (29,72) 47
(30,71) (30,72) 59
(31,71) (31,72) 40
(32,71) (32,72) 26
(33,71) (33,72) 124
(34,71) (34,72) 13
(35,71) (35,72) 53
(36,71) (36,72) 148
(37,71) (37,72) 84
(38,71) (38,72) 47
(39,71) (39,72) 85
(40,71) (40,72) 13
(41,71) (41,72) 4
(42,71) (42,72) 114
(43,71) (43,72) 9
(44,71) (44,72) 125
(45,71) (45,72) 3
(46,71) (46,72) 141
(47,71) (47,72) 149
(48,71) (48,72) 83
(49,71) (49,72) 67
(50,71) (50,72) 96
(51,71) (51,72) 20
(52,71) (52,72) 29
(53,71) (53,72) 83
(54,71) (54,72) 113
(55,71) (55,72) 142
(56,71) (56,72) 80
(57,71) (57,72) 112
(58,71) (58,72) 49
(59,71) (59,72) 58
(60,71) (60,72) 11
(61,71) (61,72) 64
(62,71) (62,72) 76
(63,71) (63,72) 42
(64,71) (64,72) 89
(65,71) (65,72) 85
(66,71) (66,72) 28
(67,71) (67,72) 69
(68,71) (68,72) 129
(69,71) (69,72) 44
(70,71) (70,72) 116
(71,71) (71,72) 142
(72,71) (72,72) 95
(73,71) (73,72) 49
(74,71) (74,72) 63
(75,71) (75,72) 3
(76,71) (76,72) 98
(77,71) (77,72) 131
(78,71) (78,72) 110
(79,71) (79,72) 95
(80,71) (80,72) 56
(81,71) (81,72) 68
(82,71) (82,72) 118
(83,71) (83,72) 113
(84,71) (84,72) 39
(85,71) (85,72) 106
(86,71) (86,72) 38
(87,71) (87,72) 62
(88,71) (88,72) 88
(89,71) (89,72) 126
(90,71) (90,72) 118
(91,71) (91,72) 46
(92,71) (92,72) 3
(93,71) (93,72) 23
(94,71) (94,72) 56
(95,71) (95,72) 127
(96,71) (96,72) 89
(97,71) (97,72) 2
(98,71) (98,72) 55
(99,71) (99,72) 40
(100,71) (100,72) 23
(101,71) (101,72) 115
(102,71) (102,72) 36
(103,71) (103,72) 33
(104,71) (104,72) 37
(105,71) (105,72) 4
(106,71) (106,72) 57
(107,71) (107,72) 65
(108,71) (108,72) 53
(109,71) (109,72) 99
(110,71) (110,72) 36
(111,71) (111,72) 118
(112,71) (112,72) 27
(113,71) (113,72) 76
(114,71) (114,72) 132
(115,71) (115,72) 41
(116,71) (116,72) 147
(117,71) (117,72) 49
(118,71) (118,72) 146
(119,71) (119,72) 128
(120,71) (120,72) 109
(121,71) (121,72) 6
(122,71) (122,72) 35
(123,71) (123,72) 134
(124,71) (124,72) 1
(125,71) (125,72) 2
(126,71) (126,72) 13
(127,71) (127,72) 77
(128,71) (128,72) 118
(129,71) (129,72) 136
(130,71) (130,72) 138
(131,71) (131,72) 65
(132,71) (132,72) 141
(133,71) (133,72) 148
(134,71) (134,72) 141
(135,71) (135,72) 99
(136,71) (136,72) 98
(137,71) (137,72) 6
(138,71) (138,72) 24
(139,71) (139,72) 126
(140,71) (140,72) 3
(141,71) (141,72) 23
(142,71) (142,72) 129
(143,71) (143,72) 18
(144,71) (144,72) 60
(145,71) (145,72) 82
(146,71) (146,72) 91
(147,71) (147,72) 88
(148,71) (148,72) 14
(149,71) (149,72) 50
(150,71) (150,72) 80
(151,71) (151,72) 8
(152,71) (152,72) 109
(153,71) (153,72) 62
(154,71) (154,72) 77
(155,71) (155,72) 7
(156,71) (156,72) 76
(157,71) (157,72) 5
(158,71) (158,72) 105
(159,71) (159,72) 52
(160,71) (160,72) 141
(161,71) (161,72) 132
(162,71) (162,72) 144
(163,71) (163,72) 76
(164,71) (164,72) 43
(165,71) (165,72) 30
(166,71) (166,72) 95
(167,71) (167,72) 117
(168,71) (168,72) 24
(169,71) (169,72) 144
(170,71) (170,72) 89
(1,72) (1,73) 22
(2,72) (2,73) 67
(3,72) (3,73) 83
(4,72) (4,73) 101
(5,72) (5,73) 110
(6,72) (6,73) 130
(7,72) (7,73) 136
(8,72) (8,73) 63
(9,72) (9,73) 46
(10,72) (10,73) 143
(11,72) (11,73) 71
(12,72) (12,73) 44
(13,72) (13,73) 144
(14,72) (14,73) 92
(15,72) (15,73) 53
(16,72) (16,73) 60
(17,72) (17,73) 24
(18,72) (18,73) 19
(19,72) (19,73) 69
(20,72) (20,73) 61
(21,72) (21,73) 109
(22,72) (22,73) 1
(23,72) (23,73) 98
(24,72) (24,73) 31
(25,72) (25,73) 44
(26,72) (26,73) 44
(27,72) (27,73) 85
(28,72) (28,73) 22
(29,72) (29,73) 60
(30,72) (30,73) 47
(31,72) (31,73) 147
(32,72) (32,73) 116
(33,72) (33,73) 22
(34,72) (34,73) 120
(35,72) (35,73) 64
(36,72) (36,73) 99
(37,72) (37,73) 58
(38,72) (38,73) 97
(39,72) (39,73) 149
(40,72) (40,73) 26
(41,72) (41,73) 51
(42,72) (42,73) 67
(43,72) (43,73) 1
(44,72) (44,73) 130
(45,72) (45,73) 74
(46,72) (46,73) 133
(47,72) (47,73) 132
(48,72) (48,73) 44
(49,72) (49,73) 29
(50,72) (50,73) 20
(51,72) (51,73) 19
(52,72) (52,73) 47
(53,72) (53,73) 145
(54,72) (54,73) 36
(55,72) (55,73) 86
(56,72) (56,73) 72
(57,72) (57,73) 68
(58,72) (58,73) 116
(59,72) (59,73) 144
(60,72) (60,73) 119
(61,72) (61,73) 120
(62,72) (62,73) 145
(63,72) (63,73) 114
(64,72) (64,73) 108
(65,72) (65,73) 141
(66,72) (66,73) 123
(67,72) (67,73) 137
(68,72) (68,73) 46
(69,72) (69,73) 62
(70,72) (70,73) 6
(71,72) (71,73) 62
(72,72) (72,73) 97
(73,72) (73,73) 84
(74,72) (74,73) 9
(75,72) (75,73) 106
(76,72) (76,73) 33
(77,72) (77,73) 41
(78,72) (78,73) 36
(79,72) (79,73) 72
(80,72) (80,73) 17
(81,72) (81,73) 97
(82,72) (82,73) 58
(83,72) (83,73) 97
(84,72) (84,73) 15
(85,72) (85,73) 51
(86,72) (86,73) 45
(87,72) (87,73) 117
(88,72) (88,73) 42
(89,72) (89,73) 125
(90,72) (90,73) 26
(91,72) (91,73) 31
(92,72) (92,73) 88
(93,72) (93,73) 17
(94,72) (94,73) 137
(95,72) (95,73) 113
(96,72) (96,73) 144
(97,72) (97,73) 21
(98,72) (98,73) 65
(99,72) (99,73) 146
(100,72) (100,73) 146
(101,72) (101,73) 49
(102,72) (102,73) 61
(103,72) (103,73) 82
(104,72) (104,73) 85
(105,72) (105,73) 131
(106,72) (106,73) 134
(107,72) (107,73) 142
(108,72) (108,73) 144
(109,72) (109,73) 68
(110,72) (110,73) 64
(111,72) (111,73) 108
(112,72) (112,73) 115
(113,72) (113,73) 43
(114,72) (114,73) 108
(115,72) (115,73) 104
(116,72) (116,73) 120
(117,72) (117,73) 81
(118,72) (118,73) 140
(119,72) (119,73) 23
(120,72) (120,73) 103
(121,72) (121,73) 21
(122,72) (122,73) 94
(123,72) (123,73) 30
(124,72) (124,73) 43
(125,72) (125,73) 101
(126,72) (126,73) 97
(127,72) (127,73) 55
(128,72) (128,73) 146
(129,72) (129,73) 15
(130,72) (130,73) 3
(131,72) (131,73) 90
(132,72) (132,73) 73
(133,72) (133,73) 109
(134,72) (134,73) 125
(135,72) (135,73) 46
(136,72) (136,73) 107
(137,72) (137,73) 132
(138,72) (138,73) 13
(139,72) (139,73) 88
(140,72) (140,73) 52
(141,72) (141,73) 145
(142,72) (142,73) 13
(143,72) (143,73) 15
(144,72) (144,73) 8
(145,72) (145,73) 119
(146,72) (146,73) 99
(147,72) (147,73) 46
(148,72) (148,73) 17
(149,72) (149,73) 28
(150,72) (150,73) 101
(151,72) (151,73) 37
(152,72) (152,73) 40
(153,72) (153,73) 66
(154,72) (154,73) 96
(155,72) (155,73) 99
(156,72) (156,73) 51
(157,72) (157,73) 18
(158,72) (158,73) 122
(159,72) (159,73) 1
(160,72) (160,73) 18
(161,72) (161,73) 10
(162,72) (162,73) 140
(163,72) (163,73) 117
(164,72) (164,73) 103
(165,72) (165,73) 150
(166,72) (166,73) 104
(167,72) (167,73) 132
(168,72) (168,73) 95
(169,72) (169,73) 80
(170,72) (170,73) 41
(1,73) (1,74) 15
(2,73) (2,74) 96
(3,73) (3,74) 22
(4,73) (4,74) 79
(5,73) (5,74) 37
(6,73) (6,74) 147
(7,73) (7,74) 64
(8,73) (8,74) 146
(9,73) (9,74) 51
(10,73) (10,74) 92
(11,73) (11,74) 39
(12,73) (12,74) 42
(13,73) (13,74) 94
(14,73) (14,74) 128
(15,73) (15,74) 124
(16,73) (16,74) 111
(17,73) (17,74) 35
(18,73) (18,74) 91
(19,73) (19,74) 50
(20,73) (20,74) 136
(21,73) (21,74) 102
(22,73) (22,74) 27
(23,73) (23,74) 124
(24,73) (24,74) 119
(25,73) (25,74) 6
(26,73) (26,74) 105
(27,73) (27,74) 84
(28,73) (28,74) 98
(29,73) (29,74) 51
(30,73) (30,74) 89
(31,73) (31,74) 146
(32,73) (32,74) 4
(33,73) (33,74) 125
(34,73) (34,74) 57
(35,73) (35,74) 5
(36,73) (36,74) 24
(37,73) (37,74) 115
(38,73) (38,74) 122
(39,73) (39,74) 9
(40,73) (40,74) 134
(41,73) (41,74) 50
(42,73) (42,74) 11
(43,73) (43,74) 10
(44,73) (44,74) 150
(45,73) (45,74) 112
(46,73) (46,74) 65
(47,73) (47,74) 56
(48,73) (48,74) 119
(49,73) (49,74) 128
(50,73) (50,74) 79
(51,73) (51,74) 115
(52,73) (52,74) 12
(53,73) (53,74) 79
(54,73) (54,74) 32
(55,73) (55,74) 100
(56,73) (56,74) 92
(57,73) (57,74) 107
(58,73) (58,74) 42
(59,73) (59,74) 34
(60,73) (60,74) 135
(61,73) (61,74) 102
(62,73) (62,74) 16
(63,73) (63,74) 16
(64,73) (64,74) 17
(65,73) (65,74) 89
(66,73) (66,74) 131
(67,73) (67,74) 129
(68,73) (68,74) 124
(69,73) (69,74) 10
(70,73) (70,74) 96
(71,73) (71,74) 77
(72,73) (72,74) 7
(73,73) (73,74) 125
(74,73) (74,74) 141
(75,73) (75,74) 33
(76,73) (76,74) 31
(77,73) (77,74) 70
(78,73) (78,74) 135
(79,73) (79,74) 128
(80,73) (80,74) 68
(81,73) (81,74) 56
(82,73) (82,74) 145
(83,73) (83,74) 114
(84,73) (84,74) 62
(85,73) (85,74) 142
(86,73) (86,74) 39
(87,73) (87,74) 133
(88,73) (88,74) 60
(89,73) (89,74) 89
(90,73) (90,74) 74
(91,73) (91,74) 81
(92,73) (92,74) 132
(93,73) (93,74) 42
(94,73) (94,74) 139
(95,73) (95,74) 7
(96,73) (96,74) 38
(97,73) (97,74) 109
(98,73) (98,74) 92
(99,73) (99,74) 10
(100,73) (100,74) 52
(101,73) (101,74) 31
(102,73) (102,74) 46
(103,73) (103,74) 26
(104,73) (104,74) 143
(105,73) (105,74) 105
(106,73) (106,74) 76
(107,73) (107,74) 70
(108,73) (108,74) 126
(109,73) (109,74) 48
(110,73) (110,74) 87
(111,73) (111,74) 12
(112,73) (112,74) 17
(113,73) (113,74) 39
(114,73) (114,74) 51
(115,73) (115,74) 61
(116,73) (116,74) 99
(117,73) (117,74) 138
(118,73) (118,74) 31
(119,73) (119,74) 85
(120,73) (120,74) 5
(121,73) (121,74) 15
(122,73) (122,74) 70
(123,73) (123,74) 122
(124,73) (124,74) 84
(125,73) (125,74) 22
(126,73) (126,74) 23
(127,73) (127,74) 42
(128,73) (128,74) 70
(129,73) (129,74) 69
(130,73) (130,74) 48
(131,73) (131,74) 136
(132,73) (132,74) 74
(133,73) (133,74) 97
(134,73) (134,74) 30
(135,73) (135,74) 5
(136,73) (136,74) 8
(137,73) (137,74) 87
(138,73) (138,74) 3
(139,73) (139,74) 89
(140,73) (140,74) 85
(141,73) (141,74) 91
(142,73) (142,74) 140
(143,73) (143,74) 65
(144,73) (144,74) 137
(145,73) (145,74) 119
(146,73) (146,74) 16
(147,73) (147,74) 128
(148,73) (148,74) 67
(149,73) (149,74) 82
(150,73) (150,74) 71
(151,73) (151,74) 87
(152,73) (152,74) 110
(153,73) (153,74) 3
(154,73) (154,74) 128
(155,73) (155,74) 29
(156,73) (156,74) 61
(157,73) (157,74) 147
(158,73) (158,74) 34
(159,73) (159,74) 48
(160,73) (160,74) 95
(161,73) (161,74) 49
(162,73) (162,74) 67
(163,73) (163,74) 102
(164,73) (164,74) 115
(165,73) (165,74) 10
(166,73) (166,74) 55
(167,73) (167,74) 1
(168,73) (168,74) 146
(169,73) (169,74) 82
(170,73) (170,74) 75
(1,74) (1,75) 9
(2,74) (2,75) 65
(3,74) (3,75) 127
(4,74) (4,75) 54
(5,74) (5,75) 88
(6,74) (6,75) 128
(7,74) (7,75) 3
(8,74) (8,75) 93
(9,74) (9,75) 20
(10,74) (10,75) 144
(11,74) (11,75) 133
(12,74) (12,75) 1
(13,74) (13,75) 28
(14,74) (14,75) 43
(15,74) (15,75) 55
(16,74) (16,75) 40
(17,74) (17,75) 107
(18,74) (18,75) 119
(19,74) (19,75) 133
(20,74) (20,75) 40
(21,74) (21,75) 116
(22,74) (22,75) 24
(23,74) (23,75) 94
(24,74) (24,75) 75
(25,74) (25,75) 146
(26,74) (26,75) 19
(27,74) (27,75) 127
(28,74) (28,75) 131
(29,74) (29,75) 130
(30,74) (30,75) 66
(31,74) (31,75) 47
(32,74) (32,75) 46
(33,74) (33,75) 108
(34,74) (34,75) 74
(35,74) (35,75) 142
(36,74) (36,75) 131
(37,74) (37,75) 52
(38,74) (38,75) 71
(39,74) (39,75) 32
(40,74) (40,75) 36
(41,74) (41,75) 60
(42,74) (42,75) 68
(43,74) (43,75) 96
(44,74) (44,75) 99
(45,74) (45,75) 127
(46,74) (46,75) 29
(47,74) (47,75) 54
(48,74) (48,75) 41
(49,74) (49,75) 51
(50,74) (50,75) 103
(51,74) (51,75) 17
(52,74) (52,75) 126
(53,74) (53,75) 140
(54,74) (54,75) 88
(55,74) (55,75) 106
(56,74) (56,75) 46
(57,74) (57,75) 20
(58,74) (58,75) 132
(59,74) (59,75) 65
(60,74) (60,75) 15
(61,74) (61,75) 146
(62,74) (62,75) 51
(63,74) (63,75) 98
(64,74) (64,75) 140
(65,74) (65,75) 75
(66,74) (66,75) 107
(67,74) (67,75) 143
(68,74) (68,75) 134
(69,74) (69,75) 144
(70,74) (70,75) 68
(71,74) (71,75) 120
(72,74) (72,75) 131
(73,74) (73,75) 3
(74,74) (74,75) 78
(75,74) (75,75) 13
(76,74) (76,75) 128
(77,74) (77,75) 51
(78,74) (78,75) 125
(79,74) (79,75) 120
(80,74) (80,75) 23
(81,74) (81,75) 117
(82,74) (82,75) 44
(83,74) (83,75) 134
(84,74) (84,75) 57
(85,74) (85,75) 56
(86,74) (86,75) 60
(87,74) (87,75) 65
(88,74) (88,75) 27
(89,74) (89,75) 136
(90,74) (90,75) 71
(91,74) (91,75) 13
(92,74) (92,75) 148
(93,74) (93,75) 74
(94,74) (94,75) 66
(95,74) (95,75) 44
(96,74) (96,75) 81
(97,74) (97,75) 72
(98,74) (98,75) 70
(99,74) (99,75) 96
(100,74) (100,75) 26
(101,74) (101,75) 136
(102,74) (102,75) 136
(103,74) (103,75) 96
(104,74) (104,75) 11
(105,74) (105,75) 119
(106,74) (106,75) 70
(107,74) (107,75) 43
(108,74) (108,75) 105
(109,74) (109,75) 62
(110,74) (110,75) 92
(111,74) (111,75) 137
(112,74) (112,75) 47
(113,74) (113,75) 43
(114,74) (114,75) 24
(115,74) (115,75) 63
(116,74) (116,75) 113
(117,74) (117,75) 125
(118,74) (118,75) 53
(119,74) (119,75) 141
(120,74) (120,75) 6
(121,74) (121,75) 1
(122,74) (122,75) 68
(123,74) (123,75) 50
(124,74) (124,75) 87
(125,74) (125,75) 14
(126,74) (126,75) 84
(127,74) (127,75) 107
(128,74) (128,75) 136
(129,74) (129,75) 23
(130,74) (130,75) 29
(131,74) (131,75) 141
(132,74) (132,75) 85
(133,74) (133,75) 44
(134,74) (134,75) 26
(135,74) (135,75) 55
(136,74) (136,75) 40
(137,74) (137,75) 49
(138,74) (138,75) 95
(139,74) (139,75) 123
(140,74) (140,75) 54
(141,74) (141,75) 48
(142,74) (142,75) 19
(143,74) (143,75) 65
(144,74) (144,75) 85
(145,74) (145,75) 58
(146,74) (146,75) 132
(147,74) (147,75) 140
(148,74) (148,75) 78
(149,74) (149,75) 9
(150,74) (150,75) 142
(151,74) (151,75) 120
(152,74) (152,75) 11
(153,74) (153,75) 87
(154,74) (154,75) 124
(155,74) (155,75) 149
(156,74) (156,75) 15
(157,74) (157,75) 90
(158,74) (158,75) 28
(159,74) (159,75) 89
(160,74) (160,75) 3
(161,74) (161,75) 15
(162,74) (162,75) 78
(163,74) (163,75) 113
(164,74) (164,75) 88
(165,74) (165,75) 115
(166,74) (166,75) 3
(167,74) (167,75) 75
(168,74) (168,75) 78
(169,74) (169,75) 78
(170,74) (170,75) 59
(1,75) (1,76) 12
(2,75) (2,76) 38
(3,75) (3,76) 104
(4,75) (4,76) 141
(5,75) (5,76) 82
(6,75) (6,76) 127
(7,75) (7,76) 9
(8,75) (8,76) 75
(9,75) (9,76) 36
(10,75) (10,76) 47
(11,75) (11,76) 84
(12,75) (12,76) 79
(13,75) (13,76) 141
(14,75) (14,76) 101
(15,75) (15,76) 134
(16,75) (16,76) 60
(17,75) (17,76) 124
(18,75) (18,76) 58
(19,75) (19,76) 32
(20,75) (20,76) 12
(21,75) (21,76) 28
(22,75) (22,76) 18
(23,75) (23,76) 10
(24,75) (24,76) 13
(25,75) (25,76) 81
(26,75) (26,76) 124
(27,75) (27,76) 90
(28,75) (28,76) 105
(29,75) (29,76) 7
(30,75) (30,76) 113
(31,75) (31,76) 82
(32,75) (32,76) 97
(33,75) (33,76) 29
(34,75) (34,76) 111
(35,75) (35,76) 139
(36,75) (36,76) 59
(37,75) (37,76) 34
(38,75) (38,76) 42
(39,75) (39,76) 48
(40,75) (40,76) 95
(41,75) (41,76) 55
(42,75) (42,76) 67
(43,75) (43,76) 106
(44,75) (44,76) 30
(45,75) (45,76) 140
(46,75) (46,76) 45
(47,75) (47,76) 129
(48,75) (48,76) 74
(49,75) (49,76) 102
(50,75) (50,76) 126
(51,75) (51,76) 82
(52,75) (52,76) 3
(53,75) (53,76) 21
(54,75) (54,76) 95
(55,75) (55,76) 72
(56,75) (56,76) 75
(57,75) (57,76) 145
(58,75) (58,76) 115
(59,75) (59,76) 110
(60,75) (60,76) 99
(61,75) (61,76) 136
(62,75) (62,76) 33
(63,75) (63,76) 50
(64,75) (64,76) 61
(65,75) (65,76) 11
(66,75) (66,76) 56
(67,75) (67,76) 122
(68,75) (68,76) 108
(69,75) (69,76) 31
(70,75) (70,76) 5
(71,75) (71,76) 35
(72,75) (72,76) 127
(73,75) (73,76) 141
(74,75) (74,76) 130
(75,75) (75,76) 6
(76,75) (76,76) 35
(77,75) (77,76) 81
(78,75) (78,76) 89
(79,75) (79,76) 84
(80,75) (80,76) 79
(81,75) (81,76) 4
(82,75) (82,76) 69
(83,75) (83,76) 85
(84,75) (84,76) 92
(85,75) (85,76) 78
(86,75) (86,76) 26
(87,75) (87,76) 115
(88,75) (88,76) 52
(89,75) (89,76) 44
(90,75) (90,76) 123
(91,75) (91,76) 36
(92,75) (92,76) 129
(93,75) (93,76) 10
(94,75) (94,76) 52
(95,75) (95,76) 23
(96,75) (96,76) 5
(97,75) (97,76) 79
(98,75) (98,76) 4
(99,75) (99,76) 114
(100,75) (100,76) 119
(101,75) (101,76) 108
(102,75) (102,76) 114
(103,75) (103,76) 40
(104,75) (104,76) 13
(105,75) (105,76) 62
(106,75) (106,76) 27
(107,75) (107,76) 145
(108,75) (108,76) 118
(109,75) (109,76) 36
(110,75) (110,76) 55
(111,75) (111,76) 88
(112,75) (112,76) 68
(113,75) (113,76) 109
(114,75) (114,76) 136
(115,75) (115,76) 23
(116,75) (116,76) 118
(117,75) (117,76) 114
(118,75) (118,76) 39
(119,75) (119,76) 16
(120,75) (120,76) 105
(121,75) (121,76) 135
(122,75) (122,76) 25
(123,75) (123,76) 118
(124,75) (124,76) 61
(125,75) (125,76) 141
(126,75) (126,76) 82
(127,75) (127,76) 98
(128,75) (128,76) 5
(129,75) (129,76) 119
(130,75) (130,76) 17
(131,75) (131,76) 97
(132,75) (132,76) 87
(133,75) (133,76) 67
(134,75) (134,76) 31
(135,75) (135,76) 117
(136,75) (136,76) 33
(137,75) (137,76) 99
(138,75) (138,76) 7
(139,75) (139,76) 8
(140,75) (140,76) 106
(141,75) (141,76) 123
(142,75) (142,76) 133
(143,75) (143,76) 37
(144,75) (144,76) 59
(145,75) (145,76) 138
(146,75) (146,76) 23
(147,75) (147,76) 72
(148,75) (148,76) 125
(149,75) (149,76) 22
(150,75) (150,76) 59
(151,75) (151,76) 27
(152,75) (152,76) 53
(153,75) (153,76) 77
(154,75) (154,76) 2
(155,75) (155,76) 21
(156,75) (156,76) 64
(157,75) (157,76) 123
(158,75) (158,76) 107
(159,75) (159,76) 19
(160,75) (160,76) 75
(161,75) (161,76) 59
(162,75) (162,76) 120
(163,75) (163,76) 23
(164,75) (164,76) 137
(165,75) (165,76) 82
(166,75) (166,76) 3
(167,75) (167,76) 38
(168,75) (168,76) 104
(169,75) (169,76) 16
(170,75) (170,76) 8
(1,76) (1,77) 123
(2,76) (2,77) 90
(3,76) (3,77) 150
(4,76) (4,77) 12
(5,76) (5,77) 63
(6,76) (6,77) 88
(7,76) (7,77) 15
(8,76) (8,77) 113
(9,76) (9,77) 81
(10,76) (10,77) 95
(11,76) (11,77) 9
(12,76) (12,77) 138
(13,76) (13,77) 132
(14,76) (14,77) 8
(15,76) (15,77) 69
(16,76) (16,77) 118
(17,76) (17,77) 110
(18,76) (18,77) 84
(19,76) (19,77) 118
(20,76) (20,77) 69
(21,76) (21,77) 74
(22,76) (22,77) 41
(23,76) (23,77) 75
(24,76) (24,77) 37
(25,76) (25,77) 109
(26,76) (26,77) 30
(27,76) (27,77) 6
(28,76) (28,77) 138
(29,76) (29,77) 35
(30,76) (30,77) 28
(31,76) (31,77) 126
(32,76) (32,77) 26
(33,76) (33,77) 147
(34,76) (34,77) 61
(35,76) (35,77) 11
(36,76) (36,77) 95
(37,76) (37,77) 36
(38,76) (38,77) 15
(39,76) (39,77) 47
(40,76) (40,77) 143
(41,76) (41,77) 23
(42,76) (42,77) 131
(43,76) (43,77) 82
(44,76) (44,77) 8
(45,76) (45,77) 34
(46,76) (46,77) 8
(47,76) (47,77) 36
(48,76) (48,77) 96
(49,76) (49,77) 137
(50,76) (50,77) 61
(51,76) (51,77) 17
(52,76) (52,77) 84
(53,76) (53,77) 76
(54,76) (54,77) 47
(55,76) (55,77) 36
(56,76) (56,77) 134
(57,76) (57,77) 25
(58,76) (58,77) 79
(59,76) (59,77) 24
(60,76) (60,77) 17
(61,76) (61,77) 133
(62,76) (62,77) 88
(63,76) (63,77) 101
(64,76) (64,77) 74
(65,76) (65,77) 141
(66,76) (66,77) 125
(67,76) (67,77) 53
(68,76) (68,77) 50
(69,76) (69,77) 52
(70,76) (70,77) 134
(71,76) (71,77) 65
(72,76) (72,77) 97
(73,76) (73,77) 78
(74,76) (74,77) 67
(75,76) (75,77) 11
(76,76) (76,77) 2
(77,76) (77,77) 89
(78,76) (78,77) 27
(79,76) (79,77) 19
(80,76) (80,77) 143
(81,76) (81,77) 43
(82,76) (82,77) 92
(83,76) (83,77) 122
(84,76) (84,77) 64
(85,76) (85,77) 53
(86,76) (86,77) 107
(87,76) (87,77) 40
(88,76) (88,77) 112
(89,76) (89,77) 7
(90,76) (90,77) 2
(91,76) (91,77) 6
(92,76) (92,77) 96
(93,76) (93,77) 2
(94,76) (94,77) 142
(95,76) (95,77) 122
(96,76) (96,77) 61
(97,76) (97,77) 119
(98,76) (98,77) 109
(99,76) (99,77) 140
(100,76) (100,77) 11
(101,76) (101,77) 104
(102,76) (102,77) 142
(103,76) (103,77) 118
(104,76) (104,77) 93
(105,76) (105,77) 123
(106,76) (106,77) 125
(107,76) (107,77) 1
(108,76) (108,77) 146
(109,76) (109,77) 29
(110,76) (110,77) 79
(111,76) (111,77) 30
(112,76) (112,77) 77
(113,76) (113,77) 45
(114,76) (114,77) 86
(115,76) (115,77) 81
(116,76) (116,77) 110
(117,76) (117,77) 23
(118,76) (118,77) 117
(119,76) (119,77) 122
(120,76) (120,77) 148
(121,76) (121,77) 115
(122,76) (122,77) 86
(123,76) (123,77) 121
(124,76) (124,77) 77
(125,76) (125,77) 47
(126,76) (126,77) 40
(127,76) (127,77) 62
(128,76) (128,77) 27
(129,76) (129,77) 65
(130,76) (130,77) 123
(131,76) (131,77) 74
(132,76) (132,77) 87
(133,76) (133,77) 95
(134,76) (134,77) 72
(135,76) (135,77) 59
(136,76) (136,77) 150
(137,76) (137,77) 133
(138,76) (138,77) 85
(139,76) (139,77) 130
(140,76) (140,77) 56
(141,76) (141,77) 123
(142,76) (142,77) 12
(143,76) (143,77) 8
(144,76) (144,77) 84
(145,76) (145,77) 101
(146,76) (146,77) 2
(147,76) (147,77) 128
(148,76) (148,77) 22
(149,76) (149,77) 66
(150,76) (150,77) 148
(151,76) (151,77) 57
(152,76) (152,77) 51
(153,76) (153,77) 74
(154,76) (154,77) 90
(155,76) (155,77) 83
(156,76) (156,77) 13
(157,76) (157,77) 2
(158,76) (158,77) 104
(159,76) (159,77) 77
(160,76) (160,77) 45
(161,76) (161,77) 74
(162,76) (162,77) 88
(163,76) (163,77) 26
(164,76) (164,77) 59
(165,76) (165,77) 13
(166,76) (166,77) 124
(167,76) (167,77) 124
(168,76) (168,77) 17
(169,76) (169,77) 54
(170,76) (170,77) 17
(1,77) (1,78) 88
(2,77) (2,78) 79
(3,77) (3,78) 29
(4,77) (4,78) 140
(5,77) (5,78) 112
(6,77) (6,78) 97
(7,77) (7,78) 68
(8,77) (8,78) 145
(9,77) (9,78) 44
(10,77) (10,78) 132
(11,77) (11,78) 110
(12,77) (12,78) 131
(13,77) (13,78) 104
(14,77) (14,78) 65
(15,77) (15,78) 1
(16,77) (16,78) 103
(17,77) (17,78) 76
(18,77) (18,78) 113
(19,77) (19,78) 145
(20,77) (20,78) 12
(21,77) (21,78) 78
(22,77) (22,78) 8
(23,77) (23,78) 106
(24,77) (24,78) 48
(25,77) (25,78) 126
(26,77) (26,78) 57
(27,77) (27,78) 73
(28,77) (28,78) 7
(29,77) (29,78) 16
(30,77) (30,78) 74
(31,77) (31,78) 149
(32,77) (32,78) 92
(33,77) (33,78) 5
(34,77) (34,78) 36
(35,77) (35,78) 41
(36,77) (36,78) 65
(37,77) (37,78) 138
(38,77) (38,78) 147
(39,77) (39,78) 25
(40,77) (40,78) 135
(41,77) (41,78) 83
(42,77) (42,78) 29
