s (1,1) 113
(51,72) (51,73) 80
(52,72) (52,73) 112
(53,72) (53,73) 207
(54,72) (54,73) 387
(55,72) (55,73) 332
(56,72) (56,73) 281
(57,72) (57,73) 151
(58,72) (58,73) 286
(59,72) (59,73) 116
(60,72) (60,73) 172
(61,72) (61,73) 404
(62,72) (62,73) 177
(63,72) (63,73) 332
(64,72) (64,73) 122
(65,72) (65,73) 77
(66,72) (66,73) 491
(67,72) (67,73) 234
(68,72) (68,73) 210
(69,72) (69,73) 265
(70,72) (70,73) 94
(71,72) (71,73) 487
(72,72) (72,73) 44
(73,72) (73,73) 306
(74,72) (74,73) 57
(75,72) (75,73) 181
(76,72) (76,73) 404
(77,72) (77,73) 451
(78,72) (78,73) 25
(79,72) (79,73) 355
(80,72) (80,73) 98
(81,72) (81,73) 199
(82,72) (82,73) 93
(83,72) (83,73) 297
(84,72) (84,73) 196
(85,72) (85,73) 223
(86,72) (86,73) 72
(87,72) (87,73) 435
(88,72) (88,73) 95
(89,72) (89,73) 134
(90,72) (90,73) 31
(91,72) (91,73) 26
(92,72) (92,73) 212
(93,72) (93,73) 383
(94,72) (94,73) 89
(95,72) (95,73) 366
(96,72) (96,73) 174
(97,72) (97,73) 256
(98,72) (98,73) 330
(99,72) (99,73) 35
(100,72) (100,73) 472
(101,72) (101,73) 282
(102,72) (102,73) 485
(103,72) (103,73) 279
(104,72) (104,73) 108
(105,72) (105,73) 474
(106,72) (106,73) 406
(107,72) (107,73) 88
(108,72) (108,73) 271
(109,72) (109,73) 183
(110,72) (110,73) 328
(111,72) (111,73) 203
(112,72) (112,73) 141
(113,72) (113,73) 169
(114,72) (114,73) 277
(115,72) (115,73) 478
(116,72) (116,73) 282
(117,72) (117,73) 466
(118,72) (118,73) 138
(119,72) (119,73) 233
(120,72) (120,73) 483
(121,72) (121,73) 331
(122,72) (122,73) 310
(123,72) (123,73) 160
(124,72) (124,73) 183
(125,72) (125,73) 272
(126,72) (126,73) 160
(127,72) (127,73) 114
(128,72) (128,73) 282
(129,72) (129,73) 29
(130,72) (130,73) 149
(131,72) (131,73) 125
(132,72) (132,73) 179
(133,72) (133,73) 189
(134,72) (134,73) 324
(135,72) (135,73) 395
(136,72) (136,73) 210
(137,72) (137,73) 217
(138,72) (138,73) 72
(139,72) (139,73) 214
(140,72) (140,73) 344
(141,72) (141,73) 157
(142,72) (142,73) 448
(143,72) (143,73) 209
(144,72) (144,73) 59
(145,72) (145,73) 88
(146,72) (146,73) 194
(147,72) (147,73) 311
(148,72) (148,73) 299
(149,72) (149,73) 225
(150,72) (150,73) 463
(1,73) (1,74) 320
(2,73) (2,74) 239
(3,73) (3,74) 171
(4,73) (4,74) 436
(5,73) (5,74) 110
(6,73) (6,74) 126
(7,73) (7,74) 393
(8,73) (8,74) 449
(9,73) (9,74) 310
(10,73) (10,74) 22
(11,73) (11,74) 291
(12,73) (12,74) 90
(13,73) (13,74) 249
(14,73) (14,74) 430
(15,73) (15,74) 381
(16,73) (16,74) 479
(17,73) (17,74) 347
(18,73) (18,74) 268
(19,73) (19,74) 370
(20,73) (20,74) 362
(21,73) (21,74) 59
(22,73) (22,74) 118
(23,73) (23,74) 494
(24,73) (24,74) 129
(25,73) (25,74) 300
(26,73) (26,74) 474
(27,73) (27,74) 132
(28,73) (28,74) 17
(29,73) (29,74) 451
(30,73) (30,74) 138
(31,73) (31,74) 436
(32,73) (32,74) 461
(33,73) (33,74) 453
(34,73) (34,74) 438
(35,73) (35,74) 473
(36,73) (36,74) 116
(37,73) (37,74) 6
(38,73) (38,74) 161
(39,73) (39,74) 115
(40,73) (40,74) 110
(41,73) (41,74) 150
(42,73) (42,74) 114
(43,73) (43,74) 151
(44,73) (44,74) 419
(45,73) (45,74) 403
(46,73) (46,74) 262
(47,73) (47,74) 424
(48,73) (48,74) 378
(49,73) (49,74) 351
(50,73) (50,74) 140
(51,73) (51,74) 466
(52,73) (52,74) 489
(53,73) (53,74) 194
(54,73) (54,74) 254
(55,73) (55,74) 82
(56,73) (56,74) 102
(57,73) (57,74) 429
(58,73) (58,74) 36
(59,73) (59,74) 74
(60,73) (60,74) 205
(61,73) (61,74) 143
(62,73) (62,74) 496
(63,73) (63,74) 95
(64,73) (64,74) 181
(65,73) (65,74) 201
(66,73) (66,74) 375
(67,73) (67,74) 153
(68,73) (68,74) 22
(69,73) (69,74) 182
(70,73) (70,74) 363
(71,73) (71,74) 294
(72,73) (72,74) 121
(73,73) (73,74) 420
(74,73) (74,74) 470
(75,73) (75,74) 391
(76,73) (76,74) 68
(77,73) (77,74) 22
(78,73) (78,74) 403
(79,73) (79,74) 84
(80,73) (80,74) 452
(81,73) (81,74) 423
(82,73) (82,74) 460
(83,73) (83,74) 159
(84,73) (84,74) 467
(85,73) (85,74) 432
(86,73) (86,74) 383
(87,73) (87,74) 25
(88,73) (88,74) 328
(89,73) (89,74) 142
(90,73) (90,74) 35
(91,73) (91,74) 189
(92,73) (92,74) 447
(93,73) (93,74) 51
(94,73) (94,74) 128
(95,73) (95,74) 106
(96,73) (96,74) 259
(97,73) (97,74) 447
(98,73) (98,74) 444
(99,73) (99,74) 440
(100,73) (100,74) 366
(101,73) (101,74) 107
(102,73) (102,74) 256
(103,73) (103,74) 454
(104,73) (104,74) 399
(105,73) (105,74) 21
(106,73) (106,74) 194
(107,73) (107,74) 35
(108,73) (108,74) 367
(109,73) (109,74) 147
(110,73) (110,74) 356
(111,73) (111,74) 202
(112,73) (112,74) 190
(113,73) (113,74) 219
(114,73) (114,74) 214
(115,73) (115,74) 221
(116,73) (116,74) 270
(117,73) (117,74) 192
(118,73) (118,74) 110
(119,73) (119,74) 427
(120,73) (120,74) 391
(121,73) (121,74) 425
(122,73) (122,74) 265
(123,73) (123,74) 58
(124,73) (124,74) 305
(125,73) (125,74) 498
(126,73) (126,74) 275
(127,73) (127,74) 337
(128,73) (128,74) 375
(129,73) (129,74) 239
(130,73) (130,74) 32
(131,73) (131,74) 241
(132,73) (132,74) 437
(133,73) (133,74) 324
(134,73) (134,74) 481
(135,73) (135,74) 119
(136,73) (136,74) 324
(137,73) (137,74) 442
(138,73) (138,74) 194
(139,73) (139,74) 338
(140,73) (140,74) 70
(141,73) (141,74) 202
(142,73) (142,74) 306
(143,73) (143,74) 343
(144,73) (144,74) 156
(145,73) (145,74) 116
(146,73) (146,74) 53
(147,73) (147,74) 55
(148,73) (148,74) 442
(149,73) (149,74) 360
(150,73) (150,74) 435
(1,74) (1,75) 276
(2,74) (2,75) 78
(3,74) (3,75) 108
(4,74) (4,75) 264
(5,74) (5,75) 484
(6,74) (6,75) 493
(7,74) (7,75) 105
(8,74) (8,75) 56
(9,74) (9,75) 167
(10,74) (10,75) 440
(11,74) (11,75) 229
(12,74) (12,75) 162
(13,74) (13,75) 432
(14,74) (14,75) 66
(15,74) (15,75) 410
(16,74) (16,75) 282
(17,74) (17,75) 196
(18,74) (18,75) 327
(19,74) (19,75) 238
(20,74) (20,75) 134
(21,74) (21,75) 328
(22,74) (22,75) 144
(23,74) (23,75) 194
(24,74) (24,75) 424
(25,74) (25,75) 73
(26,74) (26,75) 118
(27,74) (27,75) 161
(28,74) (28,75) 469
(29,74) (29,75) 245
(30,74) (30,75) 41
(31,74) (31,75) 153
(32,74) (32,75) 184
(33,74) (33,75) 291
(34,74) (34,75) 63
(35,74) (35,75) 181
(36,74) (36,75) 454
(37,74) (37,75) 343
(38,74) (38,75) 75
(39,74) (39,75) 92
(40,74) (40,75) 276
(41,74) (41,75) 262
(42,74) (42,75) 271
(43,74) (43,75) 217
(44,74) (44,75) 28
(45,74) (45,75) 298
(46,74) (46,75) 373
(47,74) (47,75) 189
(48,74) (48,75) 430
(49,74) (49,75) 367
(50,74) (50,75) 85
(51,74) (51,75) 209
(52,74) (52,75) 294
(53,74) (53,75) 241
(54,74) (54,75) 470
(55,74) (55,75) 272
(56,74) (56,75) 70
(57,74) (57,75) 233
(58,74) (58,75) 88
(59,74) (59,75) 413
(60,74) (60,75) 181
(61,74) (61,75) 167
(62,74) (62,75) 293
(63,74) (63,75) 378
(64,74) (64,75) 408
(65,74) (65,75) 394
(66,74) (66,75) 264
(67,74) (67,75) 483
(68,74) (68,75) 418
(69,74) (69,75) 128
(70,74) (70,75) 385
(71,74) (71,75) 126
(72,74) (72,75) 459
(73,74) (73,75) 428
(74,74) (74,75) 472
(75,74) (75,75) 436
(76,74) (76,75) 465
(77,74) (77,75) 243
(78,74) (78,75) 406
(79,74) (79,75) 200
(80,74) (80,75) 450
(81,74) (81,75) 319
(82,74) (82,75) 306
(83,74) (83,75) 283
(84,74) (84,75) 178
(85,74) (85,75) 399
(86,74) (86,75) 198
(87,74) (87,75) 128
(88,74) (88,75) 362
(89,74) (89,75) 127
(90,74) (90,75) 285
(91,74) (91,75) 382
(92,74) (92,75) 231
(93,74) (93,75) 82
(94,74) (94,75) 97
(95,74) (95,75) 297
(96,74) (96,75) 125
(97,74) (97,75) 227
(98,74) (98,75) 426
(99,74) (99,75) 446
(100,74) (100,75) 107
(101,74) (101,75) 287
(102,74) (102,75) 69
(103,74) (103,75) 284
(104,74) (104,75) 384
(105,74) (105,75) 275
(106,74) (106,75) 247
(107,74) (107,75) 380
(108,74) (108,75) 285
(109,74) (109,75) 245
(110,74) (110,75) 74
(111,74) (111,75) 356
(112,74) (112,75) 297
(113,74) (113,75) 283
(114,74) (114,75) 142
(115,74) (115,75) 412
(116,74) (116,75) 382
(117,74) (117,75) 455
(118,74) (118,75) 218
(119,74) (119,75) 477
(120,74) (120,75) 445
(121,74) (121,75) 110
(122,74) (122,75) 198
(123,74) (123,75) 12
(124,74) (124,75) 378
(125,74) (125,75) 438
(126,74) (126,75) 378
(127,74) (127,75) 239
(128,74) (128,75) 243
(129,74) (129,75) 8
(130,74) (130,75) 320
(131,74) (131,75) 223
(132,74) (132,75) 255
(133,74) (133,75) 278
(134,74) (134,75) 442
(135,74) (135,75) 222
(136,74) (136,75) 3
(137,74) (137,75) 397
(138,74) (138,75) 147
(139,74) (139,75) 495
(140,74) (140,75) 291
(141,74) (141,75) 295
(142,74) (142,75) 400
(143,74) (143,75) 477
(144,74) (144,75) 376
(145,74) (145,75) 328
(146,74) (146,75) 493
(147,74) (147,75) 340
(148,74) (148,75) 303
(149,74) (149,75) 431
(150,74) (150,75) 393
(1,75) (1,76) 296
(2,75) (2,76) 162
(3,75) (3,76) 140
(4,75) (4,76) 363
(5,75) (5,76) 453
(6,75) (6,76) 410
(7,75) (7,76) 210
(8,75) (8,76) 218
(9,75) (9,76) 455
(10,75) (10,76) 483
(11,75) (11,76) 371
(12,75) (12,76) 52
(13,75) (13,76) 448
(14,75) (14,76) 57
(15,75) (15,76) 391
(16,75) (16,76) 233
(17,75) (17,76) 31
(18,75) (18,76) 265
(19,75) (19,76) 235
(20,75) (20,76) 230
(21,75) (21,76) 88
(22,75) (22,76) 449
(23,75) (23,76) 322
(24,75) (24,76) 164
(25,75) (25,76) 458
(26,75) (26,76) 270
(27,75) (27,76) 247
(28,75) (28,76) 174
(29,75) (29,76) 16
(30,75) (30,76) 103
(31,75) (31,76) 186
(32,75) (32,76) 480
(33,75) (33,76) 5
(34,75) (34,76) 282
(35,75) (35,76) 180
(36,75) (36,76) 168
(37,75) (37,76) 110
(38,75) (38,76) 167
(39,75) (39,76) 306
(40,75) (40,76) 391
(41,75) (41,76) 83
(42,75) (42,76) 169
(43,75) (43,76) 193
(44,75) (44,76) 452
(45,75) (45,76) 99
(46,75) (46,76) 269
(47,75) (47,76) 178
(48,75) (48,76) 36
(49,75) (49,76) 180
(50,75) (50,76) 374
(51,75) (51,76) 349
(52,75) (52,76) 54
(53,75) (53,76) 63
(54,75) (54,76) 438
(55,75) (55,76) 96
(56,75) (56,76) 459
(57,75) (57,76) 100
(58,75) (58,76) 200
(59,75) (59,76) 438
(60,75) (60,76) 90
(61,75) (61,76) 263
(62,75) (62,76) 283
(63,75) (63,76) 81
(64,75) (64,76) 98
(65,75) (65,76) 423
(66,75) (66,76) 488
(67,75) (67,76) 69
(68,75) (68,76) 392
(69,75) (69,76) 228
(70,75) (70,76) 157
(71,75) (71,76) 247
(72,75) (72,76) 320
(73,75) (73,76) 152
(74,75) (74,76) 212
(75,75) (75,76) 171
(76,75) (76,76) 373
(77,75) (77,76) 446
(78,75) (78,76) 258
(79,75) (79,76) 394
(80,75) (80,76) 445
(81,75) (81,76) 285
(82,75) (82,76) 437
(83,75) (83,76) 419
(84,75) (84,76) 92
(85,75) (85,76) 328
(86,75) (86,76) 474
(87,75) (87,76) 376
(88,75) (88,76) 240
(89,75) (89,76) 195
(90,75) (90,76) 305
(91,75) (91,76) 466
(92,75) (92,76) 65
(93,75) (93,76) 97
(94,75) (94,76) 99
(95,75) (95,76) 343
(96,75) (96,76) 415
(97,75) (97,76) 47
(98,75) (98,76) 162
(99,75) (99,76) 233
(100,75) (100,76) 293
(101,75) (101,76) 214
(102,75) (102,76) 240
(103,75) (103,76) 112
(104,75) (104,76) 50
(105,75) (105,76) 297
(106,75) (106,76) 245
(107,75) (107,76) 371
(108,75) (108,76) 479
(109,75) (109,76) 291
(110,75) (110,76) 138
(111,75) (111,76) 95
(112,75) (112,76) 151
(113,75) (113,76) 205
(114,75) (114,76) 459
(115,75) (115,76) 497
(116,75) (116,76) 219
(117,75) (117,76) 463
(118,75) (118,76) 293
(119,75) (119,76) 435
(120,75) (120,76) 387
(121,75) (121,76) 366
(122,75) (122,76) 154
(123,75) (123,76) 183
(124,75) (124,76) 271
(125,75) (125,76) 210
(126,75) (126,76) 84
(127,75) (127,76) 397
(128,75) (128,76) 479
(129,75) (129,76) 245
(130,75) (130,76) 276
(131,75) (131,76) 422
(132,75) (132,76) 421
(133,75) (133,76) 432
(134,75) (134,76) 276
(135,75) (135,76) 377
(136,75) (136,76) 92
(137,75) (137,76) 264
(138,75) (138,76) 367
(139,75) (139,76) 434
(140,75) (140,76) 62
(141,75) (141,76) 386
(142,75) (142,76) 148
(143,75) (143,76) 34
(144,75) (144,76) 167
(145,75) (145,76) 177
(146,75) (146,76) 479
(147,75) (147,76) 355
(148,75) (148,76) 341
(149,75) (149,76) 437
(150,75) (150,76) 271
(1,76) (1,77) 432
(2,76) (2,77) 317
(3,76) (3,77) 42
(4,76) (4,77) 319
(5,76) (5,77) 193
(6,76) (6,77) 131
(7,76) (7,77) 430
(8,76) (8,77) 360
(9,76) (9,77) 473
(10,76) (10,77) 487
(11,76) (11,77) 160
(12,76) (12,77) 299
(13,76) (13,77) 337
(14,76) (14,77) 81
(15,76) (15,77) 250
(16,76) (16,77) 117
(17,76) (17,77) 147
(18,76) (18,77) 258
(19,76) (19,77) 162
(20,76) (20,77) 190
(21,76) (21,77) 299
(22,76) (22,77) 173
(23,76) (23,77) 357
(24,76) (24,77) 452
(25,76) (25,77) 154
(26,76) (26,77) 280
(27,76) (27,77) 324
(28,76) (28,77) 1
(29,76) (29,77) 28
(30,76) (30,77) 464
(31,76) (31,77) 301
(32,76) (32,77) 392
(33,76) (33,77) 8
(34,76) (34,77) 192
(35,76) (35,77) 66
(36,76) (36,77) 323
(37,76) (37,77) 328
(38,76) (38,77) 303
(39,76) (39,77) 17
(40,76) (40,77) 433
(41,76) (41,77) 482
(42,76) (42,77) 418
(43,76) (43,77) 353
(44,76) (44,77) 486
(45,76) (45,77) 430
(46,76) (46,77) 168
(47,76) (47,77) 352
(48,76) (48,77) 119
(49,76) (49,77) 441
(50,76) (50,77) 208
(51,76) (51,77) 182
(52,76) (52,77) 428
(53,76) (53,77) 288
(54,76) (54,77) 97
(55,76) (55,77) 417
(56,76) (56,77) 114
(57,76) (57,77) 203
(58,76) (58,77) 106
(59,76) (59,77) 152
(60,76) (60,77) 219
(61,76) (61,77) 106
(62,76) (62,77) 281
(63,76) (63,77) 250
(64,76) (64,77) 316
(65,76) (65,77) 266
(66,76) (66,77) 450
(67,76) (67,77) 296
(68,76) (68,77) 178
(69,76) (69,77) 351
(70,76) (70,77) 297
(71,76) (71,77) 472
(72,76) (72,77) 101
(73,76) (73,77) 285
(74,76) (74,77) 128
(75,76) (75,77) 35
(76,76) (76,77) 254
(77,76) (77,77) 494
(78,76) (78,77) 112
(79,76) (79,77) 102
(80,76) (80,77) 498
(81,76) (81,77) 324
(82,76) (82,77) 111
(83,76) (83,77) 89
(84,76) (84,77) 198
(85,76) (85,77) 356
(86,76) (86,77) 42
(87,76) (87,77) 255
(88,76) (88,77) 170
(89,76) (89,77) 242
(90,76) (90,77) 397
(91,76) (91,77) 210
(92,76) (92,77) 466
(93,76) (93,77) 452
(94,76) (94,77) 404
(95,76) (95,77) 426
(96,76) (96,77) 183
(97,76) (97,77) 402
(98,76) (98,77) 311
(99,76) (99,77) 186
(100,76) (100,77) 125
(101,76) (101,77) 160
(102,76) (102,77) 330
(103,76) (103,77) 345
(104,76) (104,77) 293
(105,76) (105,77) 57
(106,76) (106,77) 69
(107,76) (107,77) 451
(108,76) (108,77) 323
(109,76) (109,77) 134
(110,76) (110,77) 435
(111,76) (111,77) 117
(112,76) (112,77) 114
(113,76) (113,77) 179
(114,76) (114,77) 462
(115,76) (115,77) 39
(116,76) (116,77) 235
(117,76) (117,77) 350
(118,76) (118,77) 472
(119,76) (119,77) 173
(120,76) (120,77) 28
(121,76) (121,77) 303
(122,76) (122,77) 38
(123,76) (123,77) 361
(124,76) (124,77) 237
(125,76) (125,77) 489
(126,76) (126,77) 380
(127,76) (127,77) 1
(128,76) (128,77) 221
(129,76) (129,77) 353
(130,76) (130,77) 361
(131,76) (131,77) 104
(132,76) (132,77) 16
(133,76) (133,77) 21
(134,76) (134,77) 497
(135,76) (135,77) 250
(136,76) (136,77) 342
(137,76) (137,77) 3
(138,76) (138,77) 74
(139,76) (139,77) 445
(140,76) (140,77) 256
(141,76) (141,77) 165
(142,76) (142,77) 366
(143,76) (143,77) 500
(144,76) (144,77) 247
(145,76) (145,77) 51
(146,76) (146,77) 389
(147,76) (147,77) 479
(148,76) (148,77) 176
(149,76) (149,77) 296
(150,76) (150,77) 26
(1,77) (1,78) 177
(2,77) (2,78) 224
(3,77) (3,78) 464
(4,77) (4,78) 444
(5,77) (5,78) 447
(6,77) (6,78) 421
(7,77) (7,78) 14
(8,77) (8,78) 239
(9,77) (9,78) 229
(10,77) (10,78) 351
(11,77) (11,78) 142
(12,77) (12,78) 130
(13,77) (13,78) 247
(14,77) (14,78) 50
(15,77) (15,78) 424
(16,77) (16,78) 492
(17,77) (17,78) 370
(18,77) (18,78) 470
(19,77) (19,78) 445
(20,77) (20,78) 362
(21,77) (21,78) 229
(22,77) (22,78) 162
(23,77) (23,78) 194
(24,77) (24,78) 384
(25,77) (25,78) 47
(26,77) (26,78) 133
(27,77) (27,78) 499
(28,77) (28,78) 392
(29,77) (29,78) 454
(30,77) (30,78) 132
(31,77) (31,78) 268
(32,77) (32,78) 490
(33,77) (33,78) 78
(34,77) (34,78) 394
(35,77) (35,78) 212
(36,77) (36,78) 151
(37,77) (37,78) 473
(38,77) (38,78) 261
(39,77) (39,78) 123
(40,77) (40,78) 403
(41,77) (41,78) 475
(42,77) (42,78) 71
(43,77) (43,78) 454
(44,77) (44,78) 469
(45,77) (45,78) 279
(46,77) (46,78) 451
(47,77) (47,78) 335
(48,77) (48,78) 385
(49,77) (49,78) 281
(50,77) (50,78) 23
(51,77) (51,78) 470
(52,77) (52,78) 94
(53,77) (53,78) 338
(54,77) (54,78) 140
(55,77) (55,78) 297
(56,77) (56,78) 499
(57,77) (57,78) 426
(58,77) (58,78) 68
(59,77) (59,78) 187
(60,77) (60,78) 440
(61,77) (61,78) 304
(62,77) (62,78) 201
(63,77) (63,78) 264
(64,77) (64,78) 162
(65,77) (65,78) 161
(66,77) (66,78) 362
(67,77) (67,78) 280
(68,77) (68,78) 363
(69,77) (69,78) 434
(70,77) (70,78) 467
(71,77) (71,78) 261
(72,77) (72,78) 137
(73,77) (73,78) 368
(74,77) (74,78) 14
(75,77) (75,78) 496
(76,77) (76,78) 242
(77,77) (77,78) 372
(78,77) (78,78) 368
(79,77) (79,78) 439
(80,77) (80,78) 121
(81,77) (81,78) 15
(82,77) (82,78) 348
(83,77) (83,78) 403
(84,77) (84,78) 236
(85,77) (85,78) 437
(86,77) (86,78) 94
(87,77) (87,78) 297
(88,77) (88,78) 481
(89,77) (89,78) 309
(90,77) (90,78) 457
(91,77) (91,78) 192
(92,77) (92,78) 36
(93,77) (93,78) 177
(94,77) (94,78) 467
(95,77) (95,78) 306
(96,77) (96,78) 91
(97,77) (97,78) 128
(98,77) (98,78) 148
(99,77) (99,78) 266
(100,77) (100,78) 337
(101,77) (101,78) 4
(102,77) (102,78) 51
(103,77) (103,78) 30
(104,77) (104,78) 305
(105,77) (105,78) 203
(106,77) (106,78) 168
(107,77) (107,78) 201
(108,77) (108,78) 454
(109,77) (109,78) 209
(110,77) (110,78) 81
(111,77) (111,78) 249
(112,77) (112,78) 500
(113,77) (113,78) 137
(114,77) (114,78) 88
(115,77) (115,78) 35
(116,77) (116,78) 350
(117,77) (117,78) 457
(118,77) (118,78) 441
(119,77) (119,78) 20
(120,77) (120,78) 403
(121,77) (121,78) 276
(122,77) (122,78) 426
(123,77) (123,78) 133
(124,77) (124,78) 293
(125,77) (125,78) 176
(126,77) (126,78) 27
(127,77) (127,78) 175
(128,77) (128,78) 304
(129,77) (129,78) 88
(130,77) (130,78) 72
(131,77) (131,78) 77
(132,77) (132,78) 168
(133,77) (133,78) 332
(134,77) (134,78) 498
(135,77) (135,78) 239
(136,77) (136,78) 30
(137,77) (137,78) 444
(138,77) (138,78) 174
(139,77) (139,78) 251
(140,77) (140,78) 52
(141,77) (141,78) 59
(142,77) (142,78) 45
(143,77) (143,78) 247
(144,77) (144,78) 333
(145,77) (145,78) 209
(146,77) (146,78) 21
(147,77) (147,78) 487
(148,77) (148,78) 259
(149,77) (149,78) 439
(150,77) (150,78) 385
(1,78) (1,79) 184
(2,78) (2,79) 153
(3,78) (3,79) 356
(4,78) (4,79) 204
(5,78) (5,79) 26
(6,78) (6,79) 437
(7,78) (7,79) 209
(8,78) (8,79) 320
(9,78) (9,79) 211
(10,78) (10,79) 123
(11,78) (11,79) 138
(12,78) (12,79) 243
(13,78) (13,79) 258
(14,78) (14,79) 268
(15,78) (15,79) 393
(16,78) (16,79) 471
(17,78) (17,79) 3
(18,78) (18,79) 41
(19,78) (19,79) 83
(20,78) (20,79) 142
(21,78) (21,79) 153
(22,78) (22,79) 412
(23,78) (23,79) 49
(24,78) (24,79) 413
(25,78) (25,79) 206
(26,78) (26,79) 2
(27,78) (27,79) 481
(28,78) (28,79) 94
(29,78) (29,79) 218
(30,78) (30,79) 216
(31,78) (31,79) 411
(32,78) (32,79) 421
(33,78) (33,79) 163
(34,78) (34,79) 455
(35,78) (35,79) 151
(36,78) (36,79) 283
(37,78) (37,79) 460
(38,78) (38,79) 214
(39,78) (39,79) 402
(40,78) (40,79) 219
(41,78) (41,79) 254
(42,78) (42,79) 174
(43,78) (43,79) 73
(44,78) (44,79) 47
(45,78) (45,79) 192
(46,78) (46,79) 450
(47,78) (47,79) 289
(48,78) (48,79) 163
(49,78) (49,79) 176
(50,78) (50,79) 138
(51,78) (51,79) 464
(52,78) (52,79) 85
(53,78) (53,79) 88
(54,78) (54,79) 295
(55,78) (55,79) 216
(56,78) (56,79) 368
(57,78) (57,79) 274
(58,78) (58,79) 365
(59,78) (59,79) 404
(60,78) (60,79) 214
(61,78) (61,79) 408
(62,78) (62,79) 339
(63,78) (63,79) 265
(64,78) (64,79) 338
(65,78) (65,79) 343
(66,78) (66,79) 52
(67,78) (67,79) 143
(68,78) (68,79) 476
(69,78) (69,79) 195
(70,78) (70,79) 275
(71,78) (71,79) 333
(72,78) (72,79) 384
(73,78) (73,79) 384
(74,78) (74,79) 46
(75,78) (75,79) 53
(76,78) (76,79) 213
(77,78) (77,79) 440
(78,78) (78,79) 457
(79,78) (79,79) 309
(80,78) (80,79) 346
(81,78) (81,79) 185
(82,78) (82,79) 437
(83,78) (83,79) 247
(84,78) (84,79) 276
(85,78) (85,79) 6
(86,78) (86,79) 240
(87,78) (87,79) 52
(88,78) (88,79) 291
(89,78) (89,79) 438
(90,78) (90,79) 279
(91,78) (91,79) 222
(92,78) (92,79) 3
(93,78) (93,79) 474
(94,78) (94,79) 198
(95,78) (95,79) 320
(96,78) (96,79) 423
(97,78) (97,79) 205
(98,78) (98,79) 249
(99,78) (99,79) 39
(100,78) (100,79) 497
(101,78) (101,79) 86
(102,78) (102,79) 353
(103,78) (103,79) 46
(104,78) (104,79) 430
(105,78) (105,79) 36
(106,78) (106,79) 143
(107,78) (107,79) 190
(108,78) (108,79) 281
(109,78) (109,79) 249
(110,78) (110,79) 121
(111,78) (111,79) 4
(112,78) (112,79) 451
(113,78) (113,79) 13
(114,78) (114,79) 386
(115,78) (115,79) 225
(116,78) (116,79) 473
(117,78) (117,79) 291
(118,78) (118,79) 175
(119,78) (119,79) 121
(120,78) (120,79) 89
(121,78) (121,79) 284
(122,78) (122,79) 23
(123,78) (123,79) 99
(124,78) (124,79) 384
(125,78) (125,79) 319
(126,78) (126,79) 221
(127,78) (127,79) 33
(128,78) (128,79) 77
(129,78) (129,79) 301
(130,78) (130,79) 282
(131,78) (131,79) 95
(132,78) (132,79) 220
(133,78) (133,79) 25
(134,78) (134,79) 147
(135,78) (135,79) 146
(136,78) (136,79) 401
(137,78) (137,79) 12
(138,78) (138,79) 176
(139,78) (139,79) 52
(140,78) (140,79) 88
(141,78) (141,79) 143
(142,78) (142,79) 154
(143,78) (143,79) 103
(144,78) (144,79) 59
(145,78) (145,79) 18
(146,78) (146,79) 168
(147,78) (147,79) 369
(148,78) (148,79) 29
(149,78) (149,79) 326
(150,78) (150,79) 168
(1,79) (1,80) 138
(2,79) (2,80) 211
(3,79) (3,80) 251
(4,79) (4,80) 187
(5,79) (5,80) 464
(6,79) (6,80) 29
(7,79) (7,80) 188
(8,79) (8,80) 338
(9,79) (9,80) 355
(10,79) (10,80) 224
(11,79) (11,80) 131
(12,79) (12,80) 379
(13,79) (13,80) 227
(14,79) (14,80) 287
(15,79) (15,80) 464
(16,79) (16,80) 269
(17,79) (17,80) 345
(18,79) (18,80) 111
(19,79) (19,80) 434
(20,79) (20,80) 455
(21,79) (21,80) 128
(22,79) (22,80) 68
(23,79) (23,80) 207
(24,79) (24,80) 397
(25,79) (25,80) 190
(26,79) (26,80) 61
(27,79) (27,80) 402
(28,79) (28,80) 100
(29,79) (29,80) 454
(30,79) (30,80) 489
(31,79) (31,80) 239
(32,79) (32,80) 300
(33,79) (33,80) 212
(34,79) (34,80) 232
(35,79) (35,80) 334
(36,79) (36,80) 53
(37,79) (37,80) 483
(38,79) (38,80) 162
(39,79) (39,80) 48
(40,79) (40,80) 75
(41,79) (41,80) 275
(42,79) (42,80) 238
(43,79) (43,80) 499
(44,79) (44,80) 300
(45,79) (45,80) 352
(46,79) (46,80) 83
(47,79) (47,80) 252
(48,79) (48,80) 367
(49,79) (49,80) 267
(50,79) (50,80) 133
(51,79) (51,80) 268
(52,79) (52,80) 418
(53,79) (53,80) 500
(54,79) (54,80) 130
(55,79) (55,80) 164
(56,79) (56,80) 497
(57,79) (57,80) 88
(58,79) (58,80) 233
(59,79) (59,80) 179
(60,79) (60,80) 306
(61,79) (61,80) 138
(62,79) (62,80) 399
(63,79) (63,80) 131
(64,79) (64,80) 66
(65,79) (65,80) 342
(66,79) (66,80) 457
(67,79) (67,80) 198
(68,79) (68,80) 242
(69,79) (69,80) 278
(70,79) (70,80) 454
(71,79) (71,80) 371
(72,79) (72,80) 403
(73,79) (73,80) 213
(74,79) (74,80) 474
(75,79) (75,80) 357
(76,79) (76,80) 232
