s (1,1) 62
(108,24) (108,25) 244
(109,24) (109,25) 21
(110,24) (110,25) 32
(111,24) (111,25) 351
(112,24) (112,25) 453
(113,24) (113,25) 456
(114,24) (114,25) 147
(115,24) (115,25) 451
(116,24) (116,25) 248
(117,24) (117,25) 359
(118,24) (118,25) 19
(119,24) (119,25) 473
(120,24) (120,25) 15
(121,24) (121,25) 128
(122,24) (122,25) 275
(123,24) (123,25) 493
(124,24) (124,25) 113
(125,24) (125,25) 331
(126,24) (126,25) 357
(127,24) (127,25) 147
(128,24) (128,25) 417
(129,24) (129,25) 116
(130,24) (130,25) 137
(131,24) (131,25) 149
(132,24) (132,25) 451
(133,24) (133,25) 338
(134,24) (134,25) 34
(135,24) (135,25) 169
(136,24) (136,25) 22
(137,24) (137,25) 81
(138,24) (138,25) 325
(139,24) (139,25) 245
(140,24) (140,25) 479
(141,24) (141,25) 183
(142,24) (142,25) 271
(143,24) (143,25) 254
(144,24) (144,25) 46
(145,24) (145,25) 467
(146,24) (146,25) 393
(147,24) (147,25) 209
(148,24) (148,25) 320
(149,24) (149,25) 446
(150,24) (150,25) 463
(151,24) (151,25) 328
(152,24) (152,25) 420
(153,24) (153,25) 462
(154,24) (154,25) 102
(155,24) (155,25) 282
(156,24) (156,25) 390
(157,24) (157,25) 277
(158,24) (158,25) 471
(159,24) (159,25) 298
(160,24) (160,25) 136
(161,24) (161,25) 291
(162,24) (162,25) 314
(163,24) (163,25) 358
(164,24) (164,25) 207
(165,24) (165,25) 15
(166,24) (166,25) 39
(167,24) (167,25) 181
(168,24) (168,25) 484
(169,24) (169,25) 92
(170,24) (170,25) 185
(171,24) (171,25) 25
(172,24) (172,25) 42
(173,24) (173,25) 107
(174,24) (174,25) 441
(175,24) (175,25) 475
(176,24) (176,25) 314
(177,24) (177,25) 432
(178,24) (178,25) 166
(179,24) (179,25) 49
(180,24) (180,25) 201
(181,24) (181,25) 225
(182,24) (182,25) 139
(183,24) (183,25) 343
(184,24) (184,25) 172
(185,24) (185,25) 487
(186,24) (186,25) 412
(187,24) (187,25) 119
(188,24) (188,25) 384
(189,24) (189,25) 44
(190,24) (190,25) 435
(1,25) (1,26) 434
(2,25) (2,26) 428
(3,25) (3,26) 184
(4,25) (4,26) 319
(5,25) (5,26) 359
(6,25) (6,26) 250
(7,25) (7,26) 401
(8,25) (8,26) 60
(9,25) (9,26) 54
(10,25) (10,26) 48
(11,25) (11,26) 301
(12,25) (12,26) 495
(13,25) (13,26) 63
(14,25) (14,26) 477
(15,25) (15,26) 158
(16,25) (16,26) 319
(17,25) (17,26) 2
(18,25) (18,26) 403
(19,25) (19,26) 448
(20,25) (20,26) 477
(21,25) (21,26) 451
(22,25) (22,26) 170
(23,25) (23,26) 255
(24,25) (24,26) 88
(25,25) (25,26) 172
(26,25) (26,26) 35
(27,25) (27,26) 133
(28,25) (28,26) 274
(29,25) (29,26) 182
(30,25) (30,26) 24
(31,25) (31,26) 484
(32,25) (32,26) 12
(33,25) (33,26) 353
(34,25) (34,26) 497
(35,25) (35,26) 77
(36,25) (36,26) 77
(37,25) (37,26) 72
(38,25) (38,26) 451
(39,25) (39,26) 492
(40,25) (40,26) 3
(41,25) (41,26) 476
(42,25) (42,26) 416
(43,25) (43,26) 320
(44,25) (44,26) 174
(45,25) (45,26) 346
(46,25) (46,26) 151
(47,25) (47,26) 379
(48,25) (48,26) 425
(49,25) (49,26) 139
(50,25) (50,26) 399
(51,25) (51,26) 299
(52,25) (52,26) 46
(53,25) (53,26) 456
(54,25) (54,26) 264
(55,25) (55,26) 109
(56,25) (56,26) 418
(57,25) (57,26) 363
(58,25) (58,26) 473
(59,25) (59,26) 462
(60,25) (60,26) 39
(61,25) (61,26) 105
(62,25) (62,26) 233
(63,25) (63,26) 248
(64,25) (64,26) 252
(65,25) (65,26) 12
(66,25) (66,26) 41
(67,25) (67,26) 459
(68,25) (68,26) 239
(69,25) (69,26) 177
(70,25) (70,26) 295
(71,25) (71,26) 197
(72,25) (72,26) 381
(73,25) (73,26) 122
(74,25) (74,26) 94
(75,25) (75,26) 477
(76,25) (76,26) 118
(77,25) (77,26) 54
(78,25) (78,26) 17
(79,25) (79,26) 427
(80,25) (80,26) 431
(81,25) (81,26) 277
(82,25) (82,26) 461
(83,25) (83,26) 161
(84,25) (84,26) 286
(85,25) (85,26) 283
(86,25) (86,26) 135
(87,25) (87,26) 102
(88,25) (88,26) 349
(89,25) (89,26) 442
(90,25) (90,26) 335
(91,25) (91,26) 256
(92,25) (92,26) 492
(93,25) (93,26) 331
(94,25) (94,26) 468
(95,25) (95,26) 289
(96,25) (96,26) 245
(97,25) (97,26) 115
(98,25) (98,26) 457
(99,25) (99,26) 178
(100,25) (100,26) 198
(101,25) (101,26) 311
(102,25) (102,26) 202
(103,25) (103,26) 131
(104,25) (104,26) 254
(105,25) (105,26) 326
(106,25) (106,26) 184
(107,25) (107,26) 288
(108,25) (108,26) 424
(109,25) (109,26) 315
(110,25) (110,26) 350
(111,25) (111,26) 374
(112,25) (112,26) 109
(113,25) (113,26) 154
(114,25) (114,26) 49
(115,25) (115,26) 259
(116,25) (116,26) 28
(117,25) (117,26) 468
(118,25) (118,26) 99
(119,25) (119,26) 222
(120,25) (120,26) 393
(121,25) (121,26) 187
(122,25) (122,26) 436
(123,25) (123,26) 478
(124,25) (124,26) 484
(125,25) (125,26) 245
(126,25) (126,26) 17
(127,25) (127,26) 50
(128,25) (128,26) 341
(129,25) (129,26) 414
(130,25) (130,26) 106
(131,25) (131,26) 499
(132,25) (132,26) 13
(133,25) (133,26) 41
(134,25) (134,26) 468
(135,25) (135,26) 7
(136,25) (136,26) 202
(137,25) (137,26) 406
(138,25) (138,26) 300
(139,25) (139,26) 377
(140,25) (140,26) 159
(141,25) (141,26) 274
(142,25) (142,26) 371
(143,25) (143,26) 279
(144,25) (144,26) 235
(145,25) (145,26) 464
(146,25) (146,26) 55
(147,25) (147,26) 35
(148,25) (148,26) 25
(149,25) (149,26) 284
(150,25) (150,26) 27
(151,25) (151,26) 323
(152,25) (152,26) 46
(153,25) (153,26) 31
(154,25) (154,26) 36
(155,25) (155,26) 48
(156,25) (156,26) 67
(157,25) (157,26) 58
(158,25) (158,26) 163
(159,25) (159,26) 396
(160,25) (160,26) 166
(161,25) (161,26) 24
(162,25) (162,26) 291
(163,25) (163,26) 324
(164,25) (164,26) 24
(165,25) (165,26) 39
(166,25) (166,26) 35
(167,25) (167,26) 305
(168,25) (168,26) 241
(169,25) (169,26) 455
(170,25) (170,26) 89
(171,25) (171,26) 317
(172,25) (172,26) 339
(173,25) (173,26) 437
(174,25) (174,26) 364
(175,25) (175,26) 282
(176,25) (176,26) 364
(177,25) (177,26) 167
(178,25) (178,26) 168
(179,25) (179,26) 330
(180,25) (180,26) 360
(181,25) (181,26) 470
(182,25) (182,26) 260
(183,25) (183,26) 42
(184,25) (184,26) 264
(185,25) (185,26) 170
(186,25) (186,26) 383
(187,25) (187,26) 169
(188,25) (188,26) 410
(189,25) (189,26) 114
(190,25) (190,26) 228
(1,26) (1,27) 302
(2,26) (2,27) 401
(3,26) (3,27) 154
(4,26) (4,27) 48
(5,26) (5,27) 323
(6,26) (6,27) 120
(7,26) (7,27) 145
(8,26) (8,27) 498
(9,26) (9,27) 184
(10,26) (10,27) 471
(11,26) (11,27) 85
(12,26) (12,27) 279
(13,26) (13,27) 26
(14,26) (14,27) 65
(15,26) (15,27) 395
(16,26) (16,27) 192
(17,26) (17,27) 56
(18,26) (18,27) 382
(19,26) (19,27) 469
(20,26) (20,27) 346
(21,26) (21,27) 149
(22,26) (22,27) 409
(23,26) (23,27) 178
(24,26) (24,27) 473
(25,26) (25,27) 442
(26,26) (26,27) 63
(27,26) (27,27) 400
(28,26) (28,27) 353
(29,26) (29,27) 259
(30,26) (30,27) 264
(31,26) (31,27) 229
(32,26) (32,27) 413
(33,26) (33,27) 45
(34,26) (34,27) 474
(35,26) (35,27) 144
(36,26) (36,27) 33
(37,26) (37,27) 162
(38,26) (38,27) 4
(39,26) (39,27) 16
(40,26) (40,27) 351
(41,26) (41,27) 125
(42,26) (42,27) 75
(43,26) (43,27) 235
(44,26) (44,27) 82
(45,26) (45,27) 149
(46,26) (46,27) 101
(47,26) (47,27) 105
(48,26) (48,27) 485
(49,26) (49,27) 277
(50,26) (50,27) 271
(51,26) (51,27) 352
(52,26) (52,27) 235
(53,26) (53,27) 338
(54,26) (54,27) 177
(55,26) (55,27) 152
(56,26) (56,27) 271
(57,26) (57,27) 33
(58,26) (58,27) 494
(59,26) (59,27) 96
(60,26) (60,27) 194
(61,26) (61,27) 465
(62,26) (62,27) 106
(63,26) (63,27) 24
(64,26) (64,27) 89
(65,26) (65,27) 300
(66,26) (66,27) 189
(67,26) (67,27) 418
(68,26) (68,27) 330
(69,26) (69,27) 442
(70,26) (70,27) 248
(71,26) (71,27) 127
(72,26) (72,27) 499
(73,26) (73,27) 11
(74,26) (74,27) 295
(75,26) (75,27) 3
(76,26) (76,27) 23
(77,26) (77,27) 435
(78,26) (78,27) 318
(79,26) (79,27) 5
(80,26) (80,27) 212
(81,26) (81,27) 124
(82,26) (82,27) 345
(83,26) (83,27) 370
(84,26) (84,27) 222
(85,26) (85,27) 379
(86,26) (86,27) 180
(87,26) (87,27) 29
(88,26) (88,27) 122
(89,26) (89,27) 499
(90,26) (90,27) 247
(91,26) (91,27) 180
(92,26) (92,27) 367
(93,26) (93,27) 11
(94,26) (94,27) 51
(95,26) (95,27) 289
(96,26) (96,27) 318
(97,26) (97,27) 296
(98,26) (98,27) 38
(99,26) (99,27) 100
(100,26) (100,27) 64
(101,26) (101,27) 112
(102,26) (102,27) 365
(103,26) (103,27) 398
(104,26) (104,27) 366
(105,26) (105,27) 498
(106,26) (106,27) 193
(107,26) (107,27) 159
(108,26) (108,27) 160
(109,26) (109,27) 330
(110,26) (110,27) 140
(111,26) (111,27) 150
(112,26) (112,27) 236
(113,26) (113,27) 78
(114,26) (114,27) 158
(115,26) (115,27) 485
(116,26) (116,27) 195
(117,26) (117,27) 214
(118,26) (118,27) 444
(119,26) (119,27) 280
(120,26) (120,27) 426
(121,26) (121,27) 281
(122,26) (122,27) 472
(123,26) (123,27) 238
(124,26) (124,27) 42
(125,26) (125,27) 465
(126,26) (126,27) 423
(127,26) (127,27) 275
(128,26) (128,27) 472
(129,26) (129,27) 173
(130,26) (130,27) 1
(131,26) (131,27) 97
(132,26) (132,27) 169
(133,26) (133,27) 466
(134,26) (134,27) 403
(135,26) (135,27) 26
(136,26) (136,27) 87
(137,26) (137,27) 215
(138,26) (138,27) 418
(139,26) (139,27) 392
(140,26) (140,27) 463
(141,26) (141,27) 139
(142,26) (142,27) 239
(143,26) (143,27) 60
(144,26) (144,27) 95
(145,26) (145,27) 150
(146,26) (146,27) 475
(147,26) (147,27) 1
(148,26) (148,27) 298
(149,26) (149,27) 489
(150,26) (150,27) 319
(151,26) (151,27) 53
(152,26) (152,27) 74
(153,26) (153,27) 290
(154,26) (154,27) 146
(155,26) (155,27) 414
(156,26) (156,27) 257
(157,26) (157,27) 331
(158,26) (158,27) 43
(159,26) (159,27) 79
(160,26) (160,27) 413
(161,26) (161,27) 190
(162,26) (162,27) 213
(163,26) (163,27) 182
(164,26) (164,27) 415
(165,26) (165,27) 466
(166,26) (166,27) 357
(167,26) (167,27) 250
(168,26) (168,27) 331
(169,26) (169,27) 154
(170,26) (170,27) 499
(171,26) (171,27) 426
(172,26) (172,27) 499
(173,26) (173,27) 359
(174,26) (174,27) 344
(175,26) (175,27) 308
(176,26) (176,27) 61
(177,26) (177,27) 377
(178,26) (178,27) 32
(179,26) (179,27) 364
(180,26) (180,27) 31
(181,26) (181,27) 102
(182,26) (182,27) 397
(183,26) (183,27) 141
(184,26) (184,27) 438
(185,26) (185,27) 343
(186,26) (186,27) 286
(187,26) (187,27) 142
(188,26) (188,27) 463
(189,26) (189,27) 436
(190,26) (190,27) 242
(1,27) (1,28) 263
(2,27) (2,28) 23
(3,27) (3,28) 199
(4,27) (4,28) 88
(5,27) (5,28) 411
(6,27) (6,28) 157
(7,27) (7,28) 359
(8,27) (8,28) 219
(9,27) (9,28) 402
(10,27) (10,28) 86
(11,27) (11,28) 394
(12,27) (12,28) 370
(13,27) (13,28) 452
(14,27) (14,28) 296
(15,27) (15,28) 256
(16,27) (16,28) 131
(17,27) (17,28) 157
(18,27) (18,28) 52
(19,27) (19,28) 430
(20,27) (20,28) 329
(21,27) (21,28) 484
(22,27) (22,28) 295
(23,27) (23,28) 303
(24,27) (24,28) 189
(25,27) (25,28) 26
(26,27) (26,28) 260
(27,27) (27,28) 76
(28,27) (28,28) 270
(29,27) (29,28) 192
(30,27) (30,28) 380
(31,27) (31,28) 162
(32,27) (32,28) 433
(33,27) (33,28) 102
(34,27) (34,28) 335
(35,27) (35,28) 113
(36,27) (36,28) 392
(37,27) (37,28) 372
(38,27) (38,28) 119
(39,27) (39,28) 268
(40,27) (40,28) 433
(41,27) (41,28) 318
(42,27) (42,28) 19
(43,27) (43,28) 20
(44,27) (44,28) 200
(45,27) (45,28) 331
(46,27) (46,28) 114
(47,27) (47,28) 132
(48,27) (48,28) 7
(49,27) (49,28) 95
(50,27) (50,28) 278
(51,27) (51,28) 46
(52,27) (52,28) 390
(53,27) (53,28) 34
(54,27) (54,28) 480
(55,27) (55,28) 431
(56,27) (56,28) 419
(57,27) (57,28) 42
(58,27) (58,28) 462
(59,27) (59,28) 316
(60,27) (60,28) 59
(61,27) (61,28) 277
(62,27) (62,28) 9
(63,27) (63,28) 188
(64,27) (64,28) 199
(65,27) (65,28) 20
(66,27) (66,28) 248
(67,27) (67,28) 284
(68,27) (68,28) 283
(69,27) (69,28) 328
(70,27) (70,28) 465
(71,27) (71,28) 275
(72,27) (72,28) 192
(73,27) (73,28) 11
(74,27) (74,28) 179
(75,27) (75,28) 255
(76,27) (76,28) 149
(77,27) (77,28) 11
(78,27) (78,28) 126
(79,27) (79,28) 433
(80,27) (80,28) 200
(81,27) (81,28) 362
(82,27) (82,28) 76
(83,27) (83,28) 312
(84,27) (84,28) 199
(85,27) (85,28) 138
(86,27) (86,28) 416
(87,27) (87,28) 289
(88,27) (88,28) 124
(89,27) (89,28) 385
(90,27) (90,28) 405
(91,27) (91,28) 495
(92,27) (92,28) 461
(93,27) (93,28) 5
(94,27) (94,28) 88
(95,27) (95,28) 378
(96,27) (96,28) 200
(97,27) (97,28) 261
(98,27) (98,28) 339
(99,27) (99,28) 231
(100,27) (100,28) 499
(101,27) (101,28) 304
(102,27) (102,28) 396
(103,27) (103,28) 422
(104,27) (104,28) 232
(105,27) (105,28) 168
(106,27) (106,28) 97
(107,27) (107,28) 16
(108,27) (108,28) 277
(109,27) (109,28) 272
(110,27) (110,28) 230
(111,27) (111,28) 441
(112,27) (112,28) 499
(113,27) (113,28) 39
(114,27) (114,28) 325
(115,27) (115,28) 441
(116,27) (116,28) 436
(117,27) (117,28) 360
(118,27) (118,28) 42
(119,27) (119,28) 247
(120,27) (120,28) 163
(121,27) (121,28) 33
(122,27) (122,28) 324
(123,27) (123,28) 187
(124,27) (124,28) 256
(125,27) (125,28) 496
(126,27) (126,28) 311
(127,27) (127,28) 481
(128,27) (128,28) 157
(129,27) (129,28) 146
(130,27) (130,28) 468
(131,27) (131,28) 338
(132,27) (132,28) 365
(133,27) (133,28) 396
(134,27) (134,28) 442
(135,27) (135,28) 275
(136,27) (136,28) 80
(137,27) (137,28) 301
(138,27) (138,28) 291
(139,27) (139,28) 311
(140,27) (140,28) 312
(141,27) (141,28) 430
(142,27) (142,28) 56
(143,27) (143,28) 102
(144,27) (144,28) 111
(145,27) (145,28) 257
(146,27) (146,28) 26
(147,27) (147,28) 492
(148,27) (148,28) 317
(149,27) (149,28) 183
(150,27) (150,28) 50
(151,27) (151,28) 240
(152,27) (152,28) 393
(153,27) (153,28) 160
(154,27) (154,28) 320
(155,27) (155,28) 45
(156,27) (156,28) 167
(157,27) (157,28) 205
(158,27) (158,28) 481
(159,27) (159,28) 315
(160,27) (160,28) 477
(161,27) (161,28) 158
(162,27) (162,28) 474
(163,27) (163,28) 230
(164,27) (164,28) 249
(165,27) (165,28) 228
(166,27) (166,28) 29
(167,27) (167,28) 121
(168,27) (168,28) 488
(169,27) (169,28) 131
(170,27) (170,28) 51
(171,27) (171,28) 463
(172,27) (172,28) 345
(173,27) (173,28) 216
(174,27) (174,28) 411
(175,27) (175,28) 366
(176,27) (176,28) 100
(177,27) (177,28) 436
(178,27) (178,28) 43
(179,27) (179,28) 322
(180,27) (180,28) 157
(181,27) (181,28) 420
(182,27) (182,28) 53
(183,27) (183,28) 115
(184,27) (184,28) 192
(185,27) (185,28) 166
(186,27) (186,28) 13
(187,27) (187,28) 491
(188,27) (188,28) 136
(189,27) (189,28) 150
(190,27) (190,28) 94
(1,28) (1,29) 369
(2,28) (2,29) 21
(3,28) (3,29) 118
(4,28) (4,29) 174
(5,28) (5,29) 283
(6,28) (6,29) 123
(7,28) (7,29) 248
(8,28) (8,29) 436
(9,28) (9,29) 208
(10,28) (10,29) 393
(11,28) (11,29) 469
(12,28) (12,29) 209
(13,28) (13,29) 444
(14,28) (14,29) 334
(15,28) (15,29) 379
(16,28) (16,29) 307
(17,28) (17,29) 384
(18,28) (18,29) 407
(19,28) (19,29) 144
(20,28) (20,29) 187
(21,28) (21,29) 150
(22,28) (22,29) 210
(23,28) (23,29) 479
(24,28) (24,29) 269
(25,28) (25,29) 30
(26,28) (26,29) 415
(27,28) (27,29) 441
(28,28) (28,29) 450
(29,28) (29,29) 317
(30,28) (30,29) 142
(31,28) (31,29) 41
(32,28) (32,29) 198
(33,28) (33,29) 255
(34,28) (34,29) 472
(35,28) (35,29) 296
(36,28) (36,29) 388
(37,28) (37,29) 20
(38,28) (38,29) 491
(39,28) (39,29) 351
(40,28) (40,29) 471
(41,28) (41,29) 15
(42,28) (42,29) 426
(43,28) (43,29) 23
(44,28) (44,29) 26
(45,28) (45,29) 103
(46,28) (46,29) 357
(47,28) (47,29) 87
(48,28) (48,29) 252
(49,28) (49,29) 415
(50,28) (50,29) 295
(51,28) (51,29) 166
(52,28) (52,29) 415
(53,28) (53,29) 389
(54,28) (54,29) 370
(55,28) (55,29) 172
(56,28) (56,29) 280
(57,28) (57,29) 128
(58,28) (58,29) 280
(59,28) (59,29) 355
(60,28) (60,29) 388
(61,28) (61,29) 250
(62,28) (62,29) 236
(63,28) (63,29) 379
(64,28) (64,29) 469
(65,28) (65,29) 497
(66,28) (66,29) 383
(67,28) (67,29) 302
(68,28) (68,29) 267
(69,28) (69,29) 14
(70,28) (70,29) 157
(71,28) (71,29) 254
(72,28) (72,29) 214
(73,28) (73,29) 244
(74,28) (74,29) 475
(75,28) (75,29) 73
(76,28) (76,29) 142
(77,28) (77,29) 187
(78,28) (78,29) 408
(79,28) (79,29) 276
(80,28) (80,29) 242
(81,28) (81,29) 273
(82,28) (82,29) 329
(83,28) (83,29) 417
(84,28) (84,29) 382
(85,28) (85,29) 443
(86,28) (86,29) 434
(87,28) (87,29) 346
(88,28) (88,29) 56
(89,28) (89,29) 33
(90,28) (90,29) 247
(91,28) (91,29) 187
(92,28) (92,29) 287
(93,28) (93,29) 411
(94,28) (94,29) 51
(95,28) (95,29) 343
(96,28) (96,29) 291
(97,28) (97,29) 143
(98,28) (98,29) 121
(99,28) (99,29) 112
(100,28) (100,29) 324
(101,28) (101,29) 356
(102,28) (102,29) 177
(103,28) (103,29) 101
(104,28) (104,29) 449
(105,28) (105,29) 414
(106,28) (106,29) 1
(107,28) (107,29) 456
(108,28) (108,29) 377
(109,28) (109,29) 133
(110,28) (110,29) 121
(111,28) (111,29) 97
(112,28) (112,29) 42
(113,28) (113,29) 445
(114,28) (114,29) 128
(115,28) (115,29) 458
(116,28) (116,29) 2
(117,28) (117,29) 175
(118,28) (118,29) 118
(119,28) (119,29) 223
(120,28) (120,29) 115
(121,28) (121,29) 421
(122,28) (122,29) 428
(123,28) (123,29) 209
(124,28) (124,29) 398
(125,28) (125,29) 427
(126,28) (126,29) 352
(127,28) (127,29) 255
(128,28) (128,29) 477
(129,28) (129,29) 414
(130,28) (130,29) 454
(131,28) (131,29) 184
(132,28) (132,29) 34
(133,28) (133,29) 467
(134,28) (134,29) 38
(135,28) (135,29) 4
(136,28) (136,29) 21
(137,28) (137,29) 217
(138,28) (138,29) 27
(139,28) (139,29) 419
(140,28) (140,29) 370
(141,28) (141,29) 261
(142,28) (142,29) 93
(143,28) (143,29) 88
(144,28) (144,29) 254
(145,28) (145,29) 223
(146,28) (146,29) 153
(147,28) (147,29) 443
(148,28) (148,29) 5
(149,28) (149,29) 145
(150,28) (150,29) 346
(151,28) (151,29) 241
(152,28) (152,29) 188
(153,28) (153,29) 200
(154,28) (154,29) 328
(155,28) (155,29) 478
(156,28) (156,29) 386
(157,28) (157,29) 91
(158,28) (158,29) 189
(159,28) (159,29) 129
(160,28) (160,29) 101
(161,28) (161,29) 152
(162,28) (162,29) 131
(163,28) (163,29) 4
(164,28) (164,29) 403
(165,28) (165,29) 270
(166,28) (166,29) 26
(167,28) (167,29) 170
(168,28) (168,29) 44
(169,28) (169,29) 37
(170,28) (170,29) 318
(171,28) (171,29) 286
(172,28) (172,29) 89
(173,28) (173,29) 494
(174,28) (174,29) 140
(175,28) (175,29) 215
(176,28) (176,29) 276
(177,28) (177,29) 454
(178,28) (178,29) 322
(179,28) (179,29) 138
(180,28) (180,29) 63
(181,28) (181,29) 107
(182,28) (182,29) 450
(183,28) (183,29) 149
(184,28) (184,29) 255
(185,28) (185,29) 418
(186,28) (186,29) 439
(187,28) (187,29) 121
(188,28) (188,29) 355
(189,28) (189,29) 62
(190,28) (190,29) 195
(1,29) (1,30) 246
(2,29) (2,30) 93
(3,29) (3,30) 242
(4,29) (4,30) 95
(5,29) (5,30) 315
(6,29) (6,30) 157
(7,29) (7,30) 114
(8,29) (8,30) 459
(9,29) (9,30) 133
(10,29) (10,30) 320
(11,29) (11,30) 54
(12,29) (12,30) 153
(13,29) (13,30) 346
(14,29) (14,30) 216
(15,29) (15,30) 469
(16,29) (16,30) 235
(17,29) (17,30) 35
(18,29) (18,30) 263
(19,29) (19,30) 96
(20,29) (20,30) 498
(21,29) (21,30) 107
(22,29) (22,30) 213
(23,29) (23,30) 230
(24,29) (24,30) 362
(25,29) (25,30) 490
(26,29) (26,30) 377
(27,29) (27,30) 243
(28,29) (28,30) 87
(29,29) (29,30) 190
(30,29) (30,30) 424
(31,29) (31,30) 225
(32,29) (32,30) 406
(33,29) (33,30) 17
(34,29) (34,30) 304
(35,29) (35,30) 105
(36,29) (36,30) 50
(37,29) (37,30) 133
(38,29) (38,30) 144
(39,29) (39,30) 207
(40,29) (40,30) 434
(41,29) (41,30) 395
(42,29) (42,30) 120
(43,29) (43,30) 240
(44,29) (44,30) 456
(45,29) (45,30) 101
(46,29) (46,30) 449
(47,29) (47,30) 481
(48,29) (48,30) 255
(49,29) (49,30) 375
(50,29) (50,30) 143
(51,29) (51,30) 500
(52,29) (52,30) 314
(53,29) (53,30) 372
(54,29) (54,30) 279
(55,29) (55,30) 280
(56,29) (56,30) 290
(57,29) (57,30) 354
(58,29) (58,30) 12
(59,29) (59,30) 263
(60,29) (60,30) 311
(61,29) (61,30) 157
(62,29) (62,30) 290
(63,29) (63,30) 296
(64,29) (64,30) 498
(65,29) (65,30) 276
(66,29) (66,30) 411
(67,29) (67,30) 267
(68,29) (68,30) 161
(69,29) (69,30) 251
(70,29) (70,30) 269
(71,29) (71,30) 204
(72,29) (72,30) 420
(73,29) (73,30) 181
(74,29) (74,30) 268
(75,29) (75,30) 383
(76,29) (76,30) 264
(77,29) (77,30) 138
(78,29) (78,30) 489
(79,29) (79,30) 414
(80,29) (80,30) 139
(81,29) (81,30) 277
(82,29) (82,30) 333
(83,29) (83,30) 390
(84,29) (84,30) 177
(85,29) (85,30) 259
(86,29) (86,30) 325
(87,29) (87,30) 481
(88,29) (88,30) 462
(89,29) (89,30) 351
(90,29) (90,30) 86
(91,29) (91,30) 450
(92,29) (92,30) 68
(93,29) (93,30) 67
(94,29) (94,30) 220
(95,29) (95,30) 118
(96,29) (96,30) 111
(97,29) (97,30) 453
(98,29) (98,30) 500
(99,29) (99,30) 369
(100,29) (100,30) 99
(101,29) (101,30) 276
(102,29) (102,30) 368
(103,29) (103,30) 441
(104,29) (104,30) 55
(105,29) (105,30) 362
(106,29) (106,30) 132
(107,29) (107,30) 39
(108,29) (108,30) 249
(109,29) (109,30) 198
(110,29) (110,30) 143
(111,29) (111,30) 66
(112,29) (112,30) 10
(113,29) (113,30) 367
(114,29) (114,30) 67
(115,29) (115,30) 18
(116,29) (116,30) 344
(117,29) (117,30) 87
(118,29) (118,30) 178
(119,29) (119,30) 180
(120,29) (120,30) 481
(121,29) (121,30) 322
(122,29) (122,30) 410
(123,29) (123,30) 500
(124,29) (124,30) 188
(125,29) (125,30) 443
(126,29) (126,30) 148
(127,29) (127,30) 323
(128,29) (128,30) 140
(129,29) (129,30) 125
(130,29) (130,30) 264
(131,29) (131,30) 132
(132,29) (132,30) 173
(133,29) (133,30) 440
(134,29) (134,30) 89
(135,29) (135,30) 283
(136,29) (136,30) 328
(137,29) (137,30) 488
(138,29) (138,30) 189
(139,29) (139,30) 328
(140,29) (140,30) 341
(141,29) (141,30) 287
(142,29) (142,30) 164
(143,29) (143,30) 482
(144,29) (144,30) 264
(145,29) (145,30) 142
(146,29) (146,30) 347
(147,29) (147,30) 492
(148,29) (148,30) 85
(149,29) (149,30) 104
(150,29) (150,30) 243
(151,29) (151,30) 394
(152,29) (152,30) 365
(153,29) (153,30) 215
(154,29) (154,30) 388
(155,29) (155,30) 41
(156,29) (156,30) 7
(157,29) (157,30) 93
(158,29) (158,30) 28
(159,29) (159,30) 68
(160,29) (160,30) 267
(161,29) (161,30) 356
(162,29) (162,30) 196
(163,29) (163,30) 70
(164,29) (164,30) 62
(165,29) (165,30) 260
(166,29) (166,30) 247
(167,29) (167,30) 430
(168,29) (168,30) 27
(169,29) (169,30) 81
(170,29) (170,30) 329
(171,29) (171,30) 306
(172,29) (172,30) 338
(173,29) (173,30) 336
(174,29) (174,30) 248
(175,29) (175,30) 73
(176,29) (176,30) 116
(177,29) (177,30) 69
(178,29) (178,30) 107
(179,29) (179,30) 96
(180,29) (180,30) 219
(181,29) (181,30) 387
(182,29) (182,30) 292
(183,29) (183,30) 498
(184,29) (184,30) 392
(185,29) (185,30) 337
(186,29) (186,30) 136
(187,29) (187,30) 273
(188,29) (188,30) 475
(189,29) (189,30) 226
(190,29) (190,30) 408
(1,30) (1,31) 449
(2,30) (2,31) 42
(3,30) (3,31) 314
(4,30) (4,31) 35
(5,30) (5,31) 157
(6,30) (6,31) 79
(7,30) (7,31) 278
(8,30) (8,31) 151
(9,30) (9,31) 265
(10,30) (10,31) 236
(11,30) (11,31) 486
(12,30) (12,31) 278
(13,30) (13,31) 365
(14,30) (14,31) 328
(15,30) (15,31) 77
(16,30) (16,31) 262
(17,30) (17,31) 116
(18,30) (18,31) 420
(19,30) (19,31) 174
(20,30) (20,31) 189
(21,30) (21,31) 190
(22,30) (22,31) 283
(23,30) (23,31) 11
(24,30) (24,31) 432
(25,30) (25,31) 321
(26,30) (26,31) 120
(27,30) (27,31) 490
(28,30) (28,31) 362
(29,30) (29,31) 252
(30,30) (30,31) 431
(31,30) (31,31) 313
(32,30) (32,31) 173
(33,30) (33,31) 381
(34,30) (34,31) 271
(35,30) (35,31) 314
(36,30) (36,31) 73
(37,30) (37,31) 99
(38,30) (38,31) 35
(39,30) (39,31) 32
(40,30) (40,31) 232
(41,30) (41,31) 312
(42,30) (42,31) 143
(43,30) (43,31) 206
