s (1,1) 311
(138,49) (138,50) 70
(139,49) (139,50) 365
(140,49) (140,50) 52
(141,49) (141,50) 446
(142,49) (142,50) 198
(143,49) (143,50) 465
(144,49) (144,50) 343
(145,49) (145,50) 336
(146,49) (146,50) 455
(147,49) (147,50) 210
(148,49) (148,50) 271
(149,49) (149,50) 434
(150,49) (150,50) 173
(151,49) (151,50) 370
(152,49) (152,50) 412
(153,49) (153,50) 319
(154,49) (154,50) 101
(155,49) (155,50) 179
(156,49) (156,50) 82
(157,49) (157,50) 103
(158,49) (158,50) 162
(159,49) (159,50) 329
(160,49) (160,50) 253
(161,49) (161,50) 378
(162,49) (162,50) 362
(163,49) (163,50) 142
(164,49) (164,50) 402
(165,49) (165,50) 496
(166,49) (166,50) 293
(167,49) (167,50) 370
(168,49) (168,50) 431
(169,49) (169,50) 474
(170,49) (170,50) 460
(171,49) (171,50) 53
(172,49) (172,50) 50
(173,49) (173,50) 188
(174,49) (174,50) 343
(175,49) (175,50) 397
(176,49) (176,50) 342
(177,49) (177,50) 265
(178,49) (178,50) 277
(179,49) (179,50) 361
(180,49) (180,50) 80
(181,49) (181,50) 435
(182,49) (182,50) 93
(183,49) (183,50) 488
(184,49) (184,50) 242
(185,49) (185,50) 52
(186,49) (186,50) 414
(187,49) (187,50) 453
(188,49) (188,50) 378
(189,49) (189,50) 325
(190,49) (190,50) 143
(191,49) (191,50) 335
(192,49) (192,50) 254
(193,49) (193,50) 167
(194,49) (194,50) 282
(195,49) (195,50) 448
(196,49) (196,50) 55
(197,49) (197,50) 160
(198,49) (198,50) 268
(199,49) (199,50) 394
(200,49) (200,50) 288
(201,49) (201,50) 239
(202,49) (202,50) 287
(203,49) (203,50) 245
(204,49) (204,50) 29
(205,49) (205,50) 76
(206,49) (206,50) 210
(207,49) (207,50) 422
(208,49) (208,50) 425
(209,49) (209,50) 390
(210,49) (210,50) 69
(211,49) (211,50) 154
(212,49) (212,50) 426
(213,49) (213,50) 145
(214,49) (214,50) 265
(215,49) (215,50) 48
(216,49) (216,50) 84
(217,49) (217,50) 376
(218,49) (218,50) 323
(219,49) (219,50) 436
(220,49) (220,50) 165
(1,50) (1,51) 236
(2,50) (2,51) 382
(3,50) (3,51) 247
(4,50) (4,51) 316
(5,50) (5,51) 420
(6,50) (6,51) 130
(7,50) (7,51) 200
(8,50) (8,51) 55
(9,50) (9,51) 145
(10,50) (10,51) 481
(11,50) (11,51) 257
(12,50) (12,51) 428
(13,50) (13,51) 61
(14,50) (14,51) 442
(15,50) (15,51) 200
(16,50) (16,51) 201
(17,50) (17,51) 291
(18,50) (18,51) 397
(19,50) (19,51) 111
(20,50) (20,51) 252
(21,50) (21,51) 86
(22,50) (22,51) 378
(23,50) (23,51) 66
(24,50) (24,51) 234
(25,50) (25,51) 318
(26,50) (26,51) 96
(27,50) (27,51) 244
(28,50) (28,51) 486
(29,50) (29,51) 498
(30,50) (30,51) 330
(31,50) (31,51) 268
(32,50) (32,51) 443
(33,50) (33,51) 188
(34,50) (34,51) 106
(35,50) (35,51) 273
(36,50) (36,51) 303
(37,50) (37,51) 235
(38,50) (38,51) 38
(39,50) (39,51) 350
(40,50) (40,51) 456
(41,50) (41,51) 51
(42,50) (42,51) 417
(43,50) (43,51) 164
(44,50) (44,51) 234
(45,50) (45,51) 10
(46,50) (46,51) 446
(47,50) (47,51) 183
(48,50) (48,51) 146
(49,50) (49,51) 45
(50,50) (50,51) 195
(51,50) (51,51) 379
(52,50) (52,51) 273
(53,50) (53,51) 277
(54,50) (54,51) 149
(55,50) (55,51) 500
(56,50) (56,51) 104
(57,50) (57,51) 252
(58,50) (58,51) 220
(59,50) (59,51) 69
(60,50) (60,51) 445
(61,50) (61,51) 299
(62,50) (62,51) 463
(63,50) (63,51) 114
(64,50) (64,51) 412
(65,50) (65,51) 125
(66,50) (66,51) 399
(67,50) (67,51) 269
(68,50) (68,51) 380
(69,50) (69,51) 155
(70,50) (70,51) 313
(71,50) (71,51) 375
(72,50) (72,51) 5
(73,50) (73,51) 476
(74,50) (74,51) 186
(75,50) (75,51) 493
(76,50) (76,51) 490
(77,50) (77,51) 233
(78,50) (78,51) 358
(79,50) (79,51) 257
(80,50) (80,51) 475
(81,50) (81,51) 193
(82,50) (82,51) 405
(83,50) (83,51) 136
(84,50) (84,51) 339
(85,50) (85,51) 51
(86,50) (86,51) 134
(87,50) (87,51) 329
(88,50) (88,51) 440
(89,50) (89,51) 393
(90,50) (90,51) 312
(91,50) (91,51) 64
(92,50) (92,51) 160
(93,50) (93,51) 381
(94,50) (94,51) 484
(95,50) (95,51) 226
(96,50) (96,51) 311
(97,50) (97,51) 279
(98,50) (98,51) 390
(99,50) (99,51) 428
(100,50) (100,51) 43
(101,50) (101,51) 149
(102,50) (102,51) 169
(103,50) (103,51) 59
(104,50) (104,51) 349
(105,50) (105,51) 434
(106,50) (106,51) 134
(107,50) (107,51) 258
(108,50) (108,51) 389
(109,50) (109,51) 287
(110,50) (110,51) 415
(111,50) (111,51) 335
(112,50) (112,51) 186
(113,50) (113,51) 85
(114,50) (114,51) 85
(115,50) (115,51) 281
(116,50) (116,51) 191
(117,50) (117,51) 101
(118,50) (118,51) 104
(119,50) (119,51) 116
(120,50) (120,51) 326
(121,50) (121,51) 69
(122,50) (122,51) 353
(123,50) (123,51) 23
(124,50) (124,51) 188
(125,50) (125,51) 411
(126,50) (126,51) 283
(127,50) (127,51) 487
(128,50) (128,51) 290
(129,50) (129,51) 345
(130,50) (130,51) 269
(131,50) (131,51) 432
(132,50) (132,51) 254
(133,50) (133,51) 319
(134,50) (134,51) 287
(135,50) (135,51) 65
(136,50) (136,51) 274
(137,50) (137,51) 351
(138,50) (138,51) 144
(139,50) (139,51) 53
(140,50) (140,51) 218
(141,50) (141,51) 374
(142,50) (142,51) 361
(143,50) (143,51) 25
(144,50) (144,51) 61
(145,50) (145,51) 279
(146,50) (146,51) 292
(147,50) (147,51) 454
(148,50) (148,51) 59
(149,50) (149,51) 457
(150,50) (150,51) 484
(151,50) (151,51) 291
(152,50) (152,51) 438
(153,50) (153,51) 306
(154,50) (154,51) 113
(155,50) (155,51) 228
(156,50) (156,51) 148
(157,50) (157,51) 193
(158,50) (158,51) 132
(159,50) (159,51) 113
(160,50) (160,51) 271
(161,50) (161,51) 336
(162,50) (162,51) 174
(163,50) (163,51) 274
(164,50) (164,51) 380
(165,50) (165,51) 123
(166,50) (166,51) 118
(167,50) (167,51) 102
(168,50) (168,51) 194
(169,50) (169,51) 176
(170,50) (170,51) 180
(171,50) (171,51) 260
(172,50) (172,51) 54
(173,50) (173,51) 124
(174,50) (174,51) 3
(175,50) (175,51) 174
(176,50) (176,51) 46
(177,50) (177,51) 356
(178,50) (178,51) 363
(179,50) (179,51) 431
(180,50) (180,51) 231
(181,50) (181,51) 462
(182,50) (182,51) 98
(183,50) (183,51) 70
(184,50) (184,51) 276
(185,50) (185,51) 238
(186,50) (186,51) 402
(187,50) (187,51) 105
(188,50) (188,51) 272
(189,50) (189,51) 440
(190,50) (190,51) 181
(191,50) (191,51) 406
(192,50) (192,51) 351
(193,50) (193,51) 40
(194,50) (194,51) 339
(195,50) (195,51) 371
(196,50) (196,51) 330
(197,50) (197,51) 137
(198,50) (198,51) 60
(199,50) (199,51) 429
(200,50) (200,51) 482
(201,50) (201,51) 244
(202,50) (202,51) 402
(203,50) (203,51) 201
(204,50) (204,51) 260
(205,50) (205,51) 408
(206,50) (206,51) 226
(207,50) (207,51) 306
(208,50) (208,51) 91
(209,50) (209,51) 264
(210,50) (210,51) 165
(211,50) (211,51) 232
(212,50) (212,51) 385
(213,50) (213,51) 413
(214,50) (214,51) 301
(215,50) (215,51) 438
(216,50) (216,51) 283
(217,50) (217,51) 470
(218,50) (218,51) 403
(219,50) (219,51) 84
(220,50) (220,51) 453
(1,51) (1,52) 131
(2,51) (2,52) 500
(3,51) (3,52) 27
(4,51) (4,52) 83
(5,51) (5,52) 45
(6,51) (6,52) 42
(7,51) (7,52) 377
(8,51) (8,52) 454
(9,51) (9,52) 103
(10,51) (10,52) 301
(11,51) (11,52) 106
(12,51) (12,52) 402
(13,51) (13,52) 322
(14,51) (14,52) 290
(15,51) (15,52) 218
(16,51) (16,52) 457
(17,51) (17,52) 455
(18,51) (18,52) 318
(19,51) (19,52) 478
(20,51) (20,52) 121
(21,51) (21,52) 327
(22,51) (22,52) 490
(23,51) (23,52) 173
(24,51) (24,52) 452
(25,51) (25,52) 344
(26,51) (26,52) 358
(27,51) (27,52) 191
(28,51) (28,52) 105
(29,51) (29,52) 286
(30,51) (30,52) 383
(31,51) (31,52) 63
(32,51) (32,52) 446
(33,51) (33,52) 22
(34,51) (34,52) 381
(35,51) (35,52) 283
(36,51) (36,52) 213
(37,51) (37,52) 206
(38,51) (38,52) 94
(39,51) (39,52) 230
(40,51) (40,52) 344
(41,51) (41,52) 147
(42,51) (42,52) 35
(43,51) (43,52) 383
(44,51) (44,52) 22
(45,51) (45,52) 125
(46,51) (46,52) 401
(47,51) (47,52) 421
(48,51) (48,52) 443
(49,51) (49,52) 80
(50,51) (50,52) 347
(51,51) (51,52) 6
(52,51) (52,52) 400
(53,51) (53,52) 404
(54,51) (54,52) 154
(55,51) (55,52) 426
(56,51) (56,52) 309
(57,51) (57,52) 310
(58,51) (58,52) 257
(59,51) (59,52) 216
(60,51) (60,52) 172
(61,51) (61,52) 398
(62,51) (62,52) 372
(63,51) (63,52) 336
(64,51) (64,52) 352
(65,51) (65,52) 73
(66,51) (66,52) 241
(67,51) (67,52) 307
(68,51) (68,52) 442
(69,51) (69,52) 308
(70,51) (70,52) 272
(71,51) (71,52) 328
(72,51) (72,52) 291
(73,51) (73,52) 376
(74,51) (74,52) 448
(75,51) (75,52) 286
(76,51) (76,52) 294
(77,51) (77,52) 70
(78,51) (78,52) 241
(79,51) (79,52) 364
(80,51) (80,52) 481
(81,51) (81,52) 415
(82,51) (82,52) 428
(83,51) (83,52) 205
(84,51) (84,52) 384
(85,51) (85,52) 120
(86,51) (86,52) 201
(87,51) (87,52) 171
(88,51) (88,52) 94
(89,51) (89,52) 375
(90,51) (90,52) 30
(91,51) (91,52) 297
(92,51) (92,52) 466
(93,51) (93,52) 289
(94,51) (94,52) 422
(95,51) (95,52) 238
(96,51) (96,52) 474
(97,51) (97,52) 193
(98,51) (98,52) 252
(99,51) (99,52) 426
(100,51) (100,52) 374
(101,51) (101,52) 203
(102,51) (102,52) 278
(103,51) (103,52) 465
(104,51) (104,52) 31
(105,51) (105,52) 279
(106,51) (106,52) 245
(107,51) (107,52) 95
(108,51) (108,52) 146
(109,51) (109,52) 277
(110,51) (110,52) 56
(111,51) (111,52) 334
(112,51) (112,52) 284
(113,51) (113,52) 180
(114,51) (114,52) 317
(115,51) (115,52) 191
(116,51) (116,52) 145
(117,51) (117,52) 131
(118,51) (118,52) 56
(119,51) (119,52) 256
(120,51) (120,52) 183
(121,51) (121,52) 115
(122,51) (122,52) 492
(123,51) (123,52) 211
(124,51) (124,52) 161
(125,51) (125,52) 373
(126,51) (126,52) 43
(127,51) (127,52) 208
(128,51) (128,52) 48
(129,51) (129,52) 457
(130,51) (130,52) 398
(131,51) (131,52) 69
(132,51) (132,52) 469
(133,51) (133,52) 275
(134,51) (134,52) 162
(135,51) (135,52) 431
(136,51) (136,52) 472
(137,51) (137,52) 122
(138,51) (138,52) 313
(139,51) (139,52) 407
(140,51) (140,52) 262
(141,51) (141,52) 94
(142,51) (142,52) 305
(143,51) (143,52) 6
(144,51) (144,52) 231
(145,51) (145,52) 84
(146,51) (146,52) 248
(147,51) (147,52) 301
(148,51) (148,52) 335
(149,51) (149,52) 73
(150,51) (150,52) 277
(151,51) (151,52) 265
(152,51) (152,52) 219
(153,51) (153,52) 279
(154,51) (154,52) 415
(155,51) (155,52) 86
(156,51) (156,52) 26
(157,51) (157,52) 168
(158,51) (158,52) 105
(159,51) (159,52) 32
(160,51) (160,52) 35
(161,51) (161,52) 125
(162,51) (162,52) 314
(163,51) (163,52) 195
(164,51) (164,52) 467
(165,51) (165,52) 308
(166,51) (166,52) 154
(167,51) (167,52) 484
(168,51) (168,52) 8
(169,51) (169,52) 295
(170,51) (170,52) 345
(171,51) (171,52) 153
(172,51) (172,52) 409
(173,51) (173,52) 184
(174,51) (174,52) 292
(175,51) (175,52) 190
(176,51) (176,52) 275
(177,51) (177,52) 394
(178,51) (178,52) 107
(179,51) (179,52) 35
(180,51) (180,52) 294
(181,51) (181,52) 381
(182,51) (182,52) 470
(183,51) (183,52) 74
(184,51) (184,52) 342
(185,51) (185,52) 410
(186,51) (186,52) 341
(187,51) (187,52) 53
(188,51) (188,52) 165
(189,51) (189,52) 239
(190,51) (190,52) 230
(191,51) (191,52) 205
(192,51) (192,52) 2
(193,51) (193,52) 190
(194,51) (194,52) 385
(195,51) (195,52) 226
(196,51) (196,52) 459
(197,51) (197,52) 493
(198,51) (198,52) 316
(199,51) (199,52) 319
(200,51) (200,52) 28
(201,51) (201,52) 205
(202,51) (202,52) 309
(203,51) (203,52) 102
(204,51) (204,52) 253
(205,51) (205,52) 100
(206,51) (206,52) 81
(207,51) (207,52) 369
(208,51) (208,52) 26
(209,51) (209,52) 490
(210,51) (210,52) 435
(211,51) (211,52) 140
(212,51) (212,52) 421
(213,51) (213,52) 460
(214,51) (214,52) 202
(215,51) (215,52) 19
(216,51) (216,52) 145
(217,51) (217,52) 277
(218,51) (218,52) 44
(219,51) (219,52) 425
(220,51) (220,52) 382
(1,52) (1,53) 485
(2,52) (2,53) 456
(3,52) (3,53) 186
(4,52) (4,53) 370
(5,52) (5,53) 183
(6,52) (6,53) 234
(7,52) (7,53) 106
(8,52) (8,53) 343
(9,52) (9,53) 139
(10,52) (10,53) 159
(11,52) (11,53) 71
(12,52) (12,53) 102
(13,52) (13,53) 157
(14,52) (14,53) 4
(15,52) (15,53) 497
(16,52) (16,53) 380
(17,52) (17,53) 382
(18,52) (18,53) 117
(19,52) (19,53) 79
(20,52) (20,53) 327
(21,52) (21,53) 404
(22,52) (22,53) 79
(23,52) (23,53) 441
(24,52) (24,53) 250
(25,52) (25,53) 314
(26,52) (26,53) 205
(27,52) (27,53) 16
(28,52) (28,53) 383
(29,52) (29,53) 206
(30,52) (30,53) 384
(31,52) (31,53) 253
(32,52) (32,53) 393
(33,52) (33,53) 63
(34,52) (34,53) 206
(35,52) (35,53) 393
(36,52) (36,53) 22
(37,52) (37,53) 348
(38,52) (38,53) 271
(39,52) (39,53) 248
(40,52) (40,53) 381
(41,52) (41,53) 350
(42,52) (42,53) 427
(43,52) (43,53) 70
(44,52) (44,53) 261
(45,52) (45,53) 194
(46,52) (46,53) 79
(47,52) (47,53) 459
(48,52) (48,53) 56
(49,52) (49,53) 474
(50,52) (50,53) 186
(51,52) (51,53) 455
(52,52) (52,53) 107
(53,52) (53,53) 173
(54,52) (54,53) 280
(55,52) (55,53) 325
(56,52) (56,53) 203
(57,52) (57,53) 175
(58,52) (58,53) 256
(59,52) (59,53) 217
(60,52) (60,53) 416
(61,52) (61,53) 395
(62,52) (62,53) 198
(63,52) (63,53) 265
(64,52) (64,53) 454
(65,52) (65,53) 402
(66,52) (66,53) 412
(67,52) (67,53) 313
(68,52) (68,53) 354
(69,52) (69,53) 389
(70,52) (70,53) 421
(71,52) (71,53) 368
(72,52) (72,53) 315
(73,52) (73,53) 94
(74,52) (74,53) 337
(75,52) (75,53) 407
(76,52) (76,53) 318
(77,52) (77,53) 32
(78,52) (78,53) 389
(79,52) (79,53) 152
(80,52) (80,53) 75
(81,52) (81,53) 75
(82,52) (82,53) 330
(83,52) (83,53) 187
(84,52) (84,53) 385
(85,52) (85,53) 176
(86,52) (86,53) 134
(87,52) (87,53) 365
(88,52) (88,53) 78
(89,52) (89,53) 207
(90,52) (90,53) 37
(91,52) (91,53) 398
(92,52) (92,53) 405
(93,52) (93,53) 160
(94,52) (94,53) 350
(95,52) (95,53) 187
(96,52) (96,53) 485
(97,52) (97,53) 196
(98,52) (98,53) 159
(99,52) (99,53) 306
(100,52) (100,53) 247
(101,52) (101,53) 211
(102,52) (102,53) 239
(103,52) (103,53) 401
(104,52) (104,53) 211
(105,52) (105,53) 110
(106,52) (106,53) 195
(107,52) (107,53) 337
(108,52) (108,53) 72
(109,52) (109,53) 31
(110,52) (110,53) 100
(111,52) (111,53) 267
(112,52) (112,53) 162
(113,52) (113,53) 107
(114,52) (114,53) 500
(115,52) (115,53) 66
(116,52) (116,53) 342
(117,52) (117,53) 457
(118,52) (118,53) 300
(119,52) (119,53) 448
(120,52) (120,53) 301
(121,52) (121,53) 481
(122,52) (122,53) 313
(123,52) (123,53) 420
(124,52) (124,53) 177
(125,52) (125,53) 159
(126,52) (126,53) 48
(127,52) (127,53) 25
(128,52) (128,53) 109
(129,52) (129,53) 1
(130,52) (130,53) 117
(131,52) (131,53) 196
(132,52) (132,53) 432
(133,52) (133,53) 309
(134,52) (134,53) 379
(135,52) (135,53) 11
(136,52) (136,53) 454
(137,52) (137,53) 208
(138,52) (138,53) 371
(139,52) (139,53) 110
(140,52) (140,53) 379
(141,52) (141,53) 332
(142,52) (142,53) 86
(143,52) (143,53) 480
(144,52) (144,53) 25
(145,52) (145,53) 164
(146,52) (146,53) 312
(147,52) (147,53) 480
(148,52) (148,53) 489
(149,52) (149,53) 421
(150,52) (150,53) 499
(151,52) (151,53) 211
(152,52) (152,53) 61
(153,52) (153,53) 106
(154,52) (154,53) 197
(155,52) (155,53) 249
(156,52) (156,53) 113
(157,52) (157,53) 418
(158,52) (158,53) 339
(159,52) (159,53) 467
(160,52) (160,53) 156
(161,52) (161,53) 251
(162,52) (162,53) 212
(163,52) (163,53) 139
(164,52) (164,53) 178
(165,52) (165,53) 43
(166,52) (166,53) 246
(167,52) (167,53) 383
(168,52) (168,53) 160
(169,52) (169,53) 270
(170,52) (170,53) 139
(171,52) (171,53) 253
(172,52) (172,53) 20
(173,52) (173,53) 122
(174,52) (174,53) 395
(175,52) (175,53) 20
(176,52) (176,53) 80
(177,52) (177,53) 179
(178,52) (178,53) 290
(179,52) (179,53) 393
(180,52) (180,53) 310
(181,52) (181,53) 451
(182,52) (182,53) 342
(183,52) (183,53) 405
(184,52) (184,53) 382
(185,52) (185,53) 14
(186,52) (186,53) 244
(187,52) (187,53) 190
(188,52) (188,53) 496
(189,52) (189,53) 372
(190,52) (190,53) 56
(191,52) (191,53) 114
(192,52) (192,53) 348
(193,52) (193,53) 476
(194,52) (194,53) 370
(195,52) (195,53) 411
(196,52) (196,53) 200
(197,52) (197,53) 393
(198,52) (198,53) 31
(199,52) (199,53) 345
(200,52) (200,53) 158
(201,52) (201,53) 97
(202,52) (202,53) 85
(203,52) (203,53) 438
(204,52) (204,53) 427
(205,52) (205,53) 309
(206,52) (206,53) 180
(207,52) (207,53) 355
(208,52) (208,53) 95
(209,52) (209,53) 127
(210,52) (210,53) 167
(211,52) (211,53) 193
(212,52) (212,53) 118
(213,52) (213,53) 111
(214,52) (214,53) 399
(215,52) (215,53) 179
(216,52) (216,53) 288
(217,52) (217,53) 345
(218,52) (218,53) 458
(219,52) (219,53) 416
(220,52) (220,53) 383
(1,53) (1,54) 157
(2,53) (2,54) 255
(3,53) (3,54) 189
(4,53) (4,54) 127
(5,53) (5,54) 49
(6,53) (6,54) 61
(7,53) (7,54) 216
(8,53) (8,54) 39
(9,53) (9,54) 488
(10,53) (10,54) 307
(11,53) (11,54) 92
(12,53) (12,54) 21
(13,53) (13,54) 84
(14,53) (14,54) 381
(15,53) (15,54) 433
(16,53) (16,54) 6
(17,53) (17,54) 290
(18,53) (18,54) 405
(19,53) (19,54) 196
(20,53) (20,54) 262
(21,53) (21,54) 146
(22,53) (22,54) 25
(23,53) (23,54) 304
(24,53) (24,54) 244
(25,53) (25,54) 234
(26,53) (26,54) 148
(27,53) (27,54) 292
(28,53) (28,54) 287
(29,53) (29,54) 307
(30,53) (30,54) 495
(31,53) (31,54) 33
(32,53) (32,54) 176
(33,53) (33,54) 74
(34,53) (34,54) 491
(35,53) (35,54) 237
(36,53) (36,54) 399
(37,53) (37,54) 130
(38,53) (38,54) 304
(39,53) (39,54) 134
(40,53) (40,54) 69
(41,53) (41,54) 279
(42,53) (42,54) 458
(43,53) (43,54) 21
(44,53) (44,54) 380
(45,53) (45,54) 257
(46,53) (46,54) 61
(47,53) (47,54) 149
(48,53) (48,54) 383
(49,53) (49,54) 211
(50,53) (50,54) 286
(51,53) (51,54) 476
(52,53) (52,54) 77
(53,53) (53,54) 230
(54,53) (54,54) 482
(55,53) (55,54) 130
(56,53) (56,54) 173
(57,53) (57,54) 122
(58,53) (58,54) 225
(59,53) (59,54) 245
(60,53) (60,54) 239
(61,53) (61,54) 19
(62,53) (62,54) 184
(63,53) (63,54) 478
(64,53) (64,54) 242
(65,53) (65,54) 346
(66,53) (66,54) 297
(67,53) (67,54) 37
(68,53) (68,54) 181
(69,53) (69,54) 427
(70,53) (70,54) 228
(71,53) (71,54) 237
(72,53) (72,54) 369
(73,53) (73,54) 343
(74,53) (74,54) 424
(75,53) (75,54) 383
(76,53) (76,54) 182
(77,53) (77,54) 138
(78,53) (78,54) 386
(79,53) (79,54) 484
(80,53) (80,54) 270
(81,53) (81,54) 482
(82,53) (82,54) 322
(83,53) (83,54) 82
(84,53) (84,54) 499
(85,53) (85,54) 308
(86,53) (86,54) 377
(87,53) (87,54) 59
(88,53) (88,54) 268
(89,53) (89,54) 385
(90,53) (90,54) 448
(91,53) (91,54) 46
(92,53) (92,54) 44
(93,53) (93,54) 426
(94,53) (94,54) 371
(95,53) (95,54) 388
(96,53) (96,54) 259
(97,53) (97,54) 353
(98,53) (98,54) 196
(99,53) (99,54) 62
(100,53) (100,54) 465
(101,53) (101,54) 479
(102,53) (102,54) 155
(103,53) (103,54) 401
(104,53) (104,54) 380
(105,53) (105,54) 106
(106,53) (106,54) 136
(107,53) (107,54) 199
(108,53) (108,54) 471
(109,53) (109,54) 476
(110,53) (110,54) 105
(111,53) (111,54) 85
(112,53) (112,54) 478
(113,53) (113,54) 443
(114,53) (114,54) 190
(115,53) (115,54) 419
(116,53) (116,54) 274
(117,53) (117,54) 136
(118,53) (118,54) 298
(119,53) (119,54) 187
(120,53) (120,54) 105
(121,53) (121,54) 163
(122,53) (122,54) 178
(123,53) (123,54) 222
(124,53) (124,54) 453
(125,53) (125,54) 472
(126,53) (126,54) 54
(127,53) (127,54) 145
(128,53) (128,54) 411
(129,53) (129,54) 364
(130,53) (130,54) 218
(131,53) (131,54) 152
(132,53) (132,54) 419
(133,53) (133,54) 439
(134,53) (134,54) 367
(135,53) (135,54) 102
(136,53) (136,54) 269
(137,53) (137,54) 218
(138,53) (138,54) 154
(139,53) (139,54) 416
(140,53) (140,54) 238
(141,53) (141,54) 47
(142,53) (142,54) 428
(143,53) (143,54) 264
(144,53) (144,54) 191
(145,53) (145,54) 352
(146,53) (146,54) 338
(147,53) (147,54) 226
(148,53) (148,54) 28
(149,53) (149,54) 121
(150,53) (150,54) 413
(151,53) (151,54) 30
(152,53) (152,54) 181
(153,53) (153,54) 54
(154,53) (154,54) 330
(155,53) (155,54) 401
(156,53) (156,54) 464
(157,53) (157,54) 64
(158,53) (158,54) 332
(159,53) (159,54) 447
(160,53) (160,54) 338
(161,53) (161,54) 181
(162,53) (162,54) 240
(163,53) (163,54) 286
(164,53) (164,54) 315
(165,53) (165,54) 431
(166,53) (166,54) 262
(167,53) (167,54) 36
(168,53) (168,54) 333
(169,53) (169,54) 454
(170,53) (170,54) 52
(171,53) (171,54) 51
(172,53) (172,54) 25
(173,53) (173,54) 106
(174,53) (174,54) 341
(175,53) (175,54) 5
(176,53) (176,54) 286
(177,53) (177,54) 359
(178,53) (178,54) 441
(179,53) (179,54) 132
(180,53) (180,54) 182
(181,53) (181,54) 29
(182,53) (182,54) 42
(183,53) (183,54) 176
(184,53) (184,54) 463
(185,53) (185,54) 408
(186,53) (186,54) 410
(187,53) (187,54) 468
(188,53) (188,54) 387
(189,53) (189,54) 360
(190,53) (190,54) 236
(191,53) (191,54) 116
(192,53) (192,54) 253
(193,53) (193,54) 294
(194,53) (194,54) 397
(195,53) (195,54) 261
(196,53) (196,54) 401
(197,53) (197,54) 55
(198,53) (198,54) 290
(199,53) (199,54) 131
(200,53) (200,54) 462
(201,53) (201,54) 231
(202,53) (202,54) 256
(203,53) (203,54) 131
(204,53) (204,54) 38
(205,53) (205,54) 54
(206,53) (206,54) 99
(207,53) (207,54) 300
(208,53) (208,54) 114
(209,53) (209,54) 191
(210,53) (210,54) 156
(211,53) (211,54) 296
(212,53) (212,54) 193
(213,53) (213,54) 386
(214,53) (214,54) 370
(215,53) (215,54) 37
(216,53) (216,54) 320
(217,53) (217,54) 400
(218,53) (218,54) 331
(219,53) (219,54) 27
(220,53) (220,54) 484
(1,54) (1,55) 150
(2,54) (2,55) 297
(3,54) (3,55) 270
(4,54) (4,55) 115
(5,54) (5,55) 199
(6,54) (6,55) 159
(7,54) (7,55) 276
(8,54) (8,55) 444
(9,54) (9,55) 174
(10,54) (10,55) 222
(11,54) (11,55) 31
(12,54) (12,55) 183
(13,54) (13,55) 432
(14,54) (14,55) 475
(15,54) (15,55) 249
(16,54) (16,55) 450
(17,54) (17,55) 411
(18,54) (18,55) 267
(19,54) (19,55) 286
(20,54) (20,55) 428
(21,54) (21,55) 105
(22,54) (22,55) 490
(23,54) (23,55) 103
(24,54) (24,55) 491
(25,54) (25,55) 405
(26,54) (26,55) 471
(27,54) (27,55) 210
(28,54) (28,55) 347
(29,54) (29,55) 439
(30,54) (30,55) 341
(31,54) (31,55) 73
(32,54) (32,55) 497
(33,54) (33,55) 255
(34,54) (34,55) 176
(35,54) (35,55) 324
(36,54) (36,55) 197
(37,54) (37,55) 314
(38,54) (38,55) 71
(39,54) (39,55) 167
(40,54) (40,55) 462
(41,54) (41,55) 442
(42,54) (42,55) 103
(43,54) (43,55) 29
(44,54) (44,55) 421
(45,54) (45,55) 305
(46,54) (46,55) 488
(47,54) (47,55) 324
(48,54) (48,55) 378
(49,54) (49,55) 265
(50,54) (50,55) 295
(51,54) (51,55) 261
(52,54) (52,55) 27
(53,54) (53,55) 484
(54,54) (54,55) 64
(55,54) (55,55) 445
(56,54) (56,55) 225
(57,54) (57,55) 233
(58,54) (58,55) 167
(59,54) (59,55) 449
(60,54) (60,55) 256
(61,54) (61,55) 395
(62,54) (62,55) 11
(63,54) (63,55) 47
(64,54) (64,55) 83
(65,54) (65,55) 75
(66,54) (66,55) 178
(67,54) (67,55) 277
(68,54) (68,55) 482
(69,54) (69,55) 373
(70,54) (70,55) 372
(71,54) (71,55) 163
(72,54) (72,55) 434
(73,54) (73,55) 365
(74,54) (74,55) 247
(75,54) (75,55) 115
(76,54) (76,55) 295
(77,54) (77,55) 378
(78,54) (78,55) 132
(79,54) (79,55) 385
(80,54) (80,55) 204
(81,54) (81,55) 144
(82,54) (82,55) 48
(83,54) (83,55) 194
(84,54) (84,55) 287
(85,54) (85,55) 472
(86,54) (86,55) 46
(87,54) (87,55) 89
(88,54) (88,55) 139
(89,54) (89,55) 276
(90,54) (90,55) 485
(91,54) (91,55) 219
(92,54) (92,55) 184
(93,54) (93,55) 458
(94,54) (94,55) 182
(95,54) (95,55) 148
(96,54) (96,55) 290
(97,54) (97,55) 33
(98,54) (98,55) 404
(99,54) (99,55) 63
(100,54) (100,55) 11
(101,54) (101,55) 307
(102,54) (102,55) 324
(103,54) (103,55) 264
(104,54) (104,55) 91
(105,54) (105,55) 316
(106,54) (106,55) 451
(107,54) (107,55) 166
(108,54) (108,55) 458
(109,54) (109,55) 128
(110,54) (110,55) 131
(111,54) (111,55) 4
(112,54) (112,55) 349
(113,54) (113,55) 155
